stimLeft,stimRight,action,chosen,conf,RT_choice,RT_conf
4,1,2,1,0.83,1.53612577967579,2.75080915307626
4,2,2,2,0.831,1.98180966568179,2.14466479007388
1,2,1,1,0.906,1.80945519561647,2.84027571172919
3,4,2,4,0.668,2.49904111516662,3.97985722677549
3,1,2,1,0.991,3.12469975301701,12.0999182045243
2,3,1,2,0.987,2.66628159025913,2.94971702300973
4,2,2,2,0.765,5.32465447897903,3.02465382324681
2,1,2,1,0.614,5.07463117197312,4.61625491906125
1,4,1,1,0.972,3.19153113202992,2.42474830571609
4,3,2,3,0.687,4.93307026114417,3.04969110732964
2,4,1,2,0.939,3.29130250954495,1.97465281113909
3,4,1,3,0.899,3.11546248085233,2.19131559567995
2,1,2,1,0.89,5.10805441665616,2.00790328461972
4,1,2,1,0.905,2.59141663547143,1.958237266178
3,1,2,1,0.91,2.65811715312975,1.71625010085427
3,2,2,2,0.914,3.81644713415062,1.891135326322
1,2,1,1,0.913,7.52479480568854,2.22463962521761
1,4,1,1,0.915,3.79973166294531,1.7831365043603
4,3,2,3,0.875,3.44140333551059,2.23299365450748
4,2,2,2,0.728,9.54981355820564,2.48302551454253
1,3,1,1,0.851,4.07476146312729,2.04126466238722
3,2,2,2,0.86,5.53294014105086,1.91606512733051
3,4,1,3,0.802,6.76635146851277,2.84963517051438
1,3,1,1,0.863,2.71633049933371,2.39979027970912
1,2,2,2,0.646,4.87472747908942,4.09973032297148
2,4,1,2,0.722,7.67475251095584,2.55798455265813
2,3,1,2,0.856,8.48303720368403,2.20836891156159
4,1,2,1,0.856,2.13306461614411,3.60801150895713
2,3,1,2,0.498,16.5836849816496,3.69145885892794
4,1,2,1,0.336,6.34976845522942,2.80801042557323
2,4,1,2,0.666,7.50819765139568,2.22468780728559
2,1,1,2,0.66,2.64128336501199,1.88297488060562
3,4,1,3,0.764,2.04981626666631,2.38303232845647
3,1,1,3,0.74,3.45805465899139,2.49133734888528
1,2,2,2,0.673,2.17477061486898,3.98326058031125
4,3,2,3,0.669,2.30831990270053,2.84136695662528
1,4,1,1,0.498,2.66639990716976,2.58311763067286
1,3,2,3,0.566,2.27478546863131,2.33306039664967
4,2,2,2,0.582,1.94142571593875,3.7164180253385
2,3,1,2,0.335,7.72463577635426,1.85809953388889
2,4,1,2,0.562,2.3244512019719,2.97468217654023
1,2,2,2,0.575,2.17474181966827,2.69961987484749
3,1,1,3,0.585,1.98288937881989,2.49134504661197
3,2,1,3,0.571,4.13309740275872,4.67465871272907
4,3,2,3,0.773,2.74962487836819,2.59977750718463
4,1,1,4,0.263,3.85795356217932,2.22469407950666
1,3,2,3,0.5,2.63302398925225,2.09968299620596
3,2,2,2,0.243,4.48292259308437,2.0413464863741
4,2,2,2,0.575,2.4496584347562,1.97465708765412
1,4,1,1,0.5,2.23309429515757,3.7245225912593
2,1,1,2,0.73,1.94129799069378,1.76635517482464
3,4,1,3,0.626,1.88296461697246,4.53299887185676
4,1,2,1,0.991,5.97465537704738,3.09972861236565
4,2,2,2,1,5.64132270894879,2.56628754886879
3,2,2,2,0.829,3.65796547940226,2.0912454323261
1,2,1,1,0.983,4.20794382598069,3.13299761741109
3,1,2,1,0.981,3.12460110807297,1.71637440488666
3,4,1,3,0.843,2.26631654364064,3.95798922831455
4,1,2,1,0.988,2.09972490605105,2.36634707795747
2,4,1,2,0.982,2.25783621461233,2.05798326970398
2,3,1,2,0.828,3.09124514722498,1.94136612983129
3,1,2,1,1,2.24953207799626,2.24137220248122
1,2,1,1,0.996,2.17446698231288,1.57476474178839
4,3,2,3,0.856,2.63286347739268,2.49124269535605
2,3,1,2,0.835,1.94961524195423,1.89132092706859
3,4,1,3,0.986,2.37455627594136,2.61629169708976
1,4,1,1,0.994,1.79963558391137,1.74135067735733
2,1,2,1,0.991,2.15000189592138,1.48325017412571
2,4,1,2,0.982,2.46633997894241,4.57480123471396
1,3,1,1,0.972,2.59135704936489,1.89970090054885
1,4,1,1,0.99,1.52465197009224,1.96631417730168
3,2,2,2,0.847,3.75799800942514,1.68300390388686
4,2,2,2,0.97,2.89959170686961,2.93301580685329
4,3,2,3,0.986,1.79964869855576,2.22452701032489
1,3,1,1,0.982,1.97468445734921,1.58295341250232
2,1,2,1,0.989,2.21631125501699,1.48300299156472
4,3,1,4,0.498,7.64982042913834,6.6579631985951
3,1,2,1,0.506,3.54129360013758,3.19950996841362
1,2,2,2,0.807,3.72468880514134,2.5663502710886
1,4,1,1,0.608,4.91630005054685,1.96629507553371
3,2,2,2,0.648,3.77464933290321,1.54122660140638
2,4,1,2,0.667,2.28305140171506,1.63298721122555
2,1,2,1,0.382,8.07473608913642,1.45787903677774
1,3,1,1,0.67,2.21634917345,1.4830614372695
4,1,2,1,0.637,3.41620553956818,1.80800900006579
3,2,2,2,0.613,1.94135786190236,1.74969187710303
4,2,2,2,0.614,2.06631933763128,1.63292277840083
3,4,2,4,0.637,3.98300398941865,1.62471614632523
2,4,1,2,0.842,1.71630854655814,1.65789448925352
1,4,1,1,0.572,2.59966888370764,1.50798268524522
1,2,2,2,0.698,6.74114882585491,1.55801477336354
2,3,1,2,0.672,1.85797180864392,1.61633674304539
3,1,2,1,0.512,2.19109749342169,1.46637305065815
4,3,1,4,0.503,3.34138277973034,1.40806761683416
1,3,1,1,0.762,2.49131425570522,1.76631383518179
4,1,2,1,0.687,1.90795571469062,1.59135990037612
2,3,1,2,0.686,1.72465658872534,1.72467569049331
3,4,2,4,0.498,2.89135428388545,2.55802617740483
2,1,1,2,0.697,1.92462328893089,1.37452063831734
4,2,2,2,0.639,1.96632044952275,1.641304462486
4,2,2,2,0.996,4.71629087029578,4.14132000048994
4,3,2,3,0.665,5.76597998191937,2.45788673450807
3,2,1,3,0.669,20.4414575046976,2.42456156456683
2,1,1,2,0.746,13.8747807929722,3.57465383750241
4,1,2,1,0.996,2.49130541757404,2.81645568718159
3,1,1,3,0.662,16.4164721089946,2.28290400449987
2,1,1,2,0.829,7.83301406773899,2.38323303955622
3,2,2,2,0.663,5.89132292277645,2.14967060856725
1,3,1,1,0.502,6.14128521817111,3.00800848688596
4,3,2,3,0.836,5.0996322482315,2.27473243984423
1,4,1,1,0.831,3.8579715235428,2.40789085421784
2,4,1,2,0.907,2.1413231366023,2.49989094887133
4,1,2,1,0.883,2.61624579583076,2.12480866159603
2,4,1,2,0.907,2.46632886000589,1.89134915206523
3,4,1,3,0.795,3.73313121573665,2.37468770749911
1,3,2,3,0.498,10.2663969421192,1.58302069633646
2,3,1,2,0.943,2.36626896028611,1.81629660082763
1,2,2,2,0.945,4.09144642852334,1.81632967254336
3,1,1,3,0.913,27.641541666515,1.87472377277663
3,4,1,3,0.921,2.16629570275836,2.14115977373149
2,3,1,2,0.905,2.6413606273818,2.14139754795906
1,4,1,1,0.576,2.54972004507727,2.44157011959396
1,2,2,2,0.932,1.9080378237777,2.00811425935535
4,2,2,2,0.926,2.0579616020259,2.05796473814189
1,3,1,1,0.963,7.00482729009673,3.89795264967688
3,4,1,3,0.95,3.31630781301465,2.2744949620228
4,1,2,1,0.953,2.65760452143695,2.79919761839847
2,1,1,2,0.584,3.45781851647189,3.65788933497242
2,3,1,2,0.955,4.17462262919071,2.83299606164837
4,2,2,2,0.969,2.53288498721849,2.11628945266239
1,2,2,2,0.571,3.57474858576825,2.97454582361934
3,1,2,1,0.965,2.10792408849738,2.55799476444918
1,4,1,1,0.966,2.13295974008179,2.79961357731008
4,3,2,3,0.693,4.65799111518754,2.87467263549297
3,2,2,2,0.978,2.31632463383357,2.34129499783012
2,4,1,2,0.971,2.14958954349277,2.02470436696967
1,4,1,1,0.974,1.79964664875115,2.28302653869105
3,2,2,2,0.961,1.96609863614503,2.44122492058523
2,1,1,2,0.538,2.76613415943575,1.78318476843378
3,1,2,1,0.972,1.957958499901,2.2413645048764
4,2,2,2,0.968,1.8662927312962,1.71651986938014
4,3,2,3,0.681,4.19964659173274,2.54132761311485
2,3,1,2,0.972,2.16626325209654,2.04993246013328
2,4,1,2,0.975,2.04133188959349,2.41633552460189
1,3,1,1,0.969,1.80796354614722,2.1496984511723
4,1,2,1,0.974,1.98296678201768,2.34127019424886
3,4,1,3,0.69,2.99123179146227,1.53296709562528
1,2,2,2,0.534,1.90790658344122,2.65802618231828
3,2,2,2,0.671,56.5496650376135,14.7825247650926
4,1,2,1,0.996,3.52379775330701,2.03288299152882
2,1,2,1,0.677,7.89960679196156,2.62431640474642
1,3,1,1,0.679,14.4744466092925,4.71610818694899
4,2,2,2,0.998,2.68292498655683,2.46624717253508
4,3,2,3,0.859,2.97464247205608,1.7829005250951
4,2,2,2,0.995,4.07439734424952,2.59130854001523
3,1,2,1,0.68,2.8412875852664,1.94123233314895
1,2,1,1,0.657,9.60796257681432,2.02443894013959
2,3,1,2,0.507,7.79950723551883,1.74966572184894
4,3,2,3,0.995,2.48294682511369,1.82467232188355
4,1,2,1,0.993,1.89125710822191,1.72455166814143
1,4,1,1,0.995,2.61628859736629,2.33312064975144
3,4,1,3,0.997,2.03300529884291,1.99956978615955
1,2,1,1,0.775,3.39957514601338,5.46621381599289
2,3,1,2,0.498,4.49111974769949,1.66622504888073
3,1,2,1,0.677,9.46627881848326,5.19966512314204
2,4,1,2,0.992,6.06630653007051,1.90773751995039
2,1,2,1,0.63,1.84952608053754,6.61624212628703
1,3,1,1,0.636,4.55788756736183,2.82468315563165
3,2,2,2,0.491,10.4162910492141,1.57464937144323
2,4,1,2,0.997,9.466427069774,2.33279307141856
3,4,1,3,0.994,2.54115797942723,2.68299569101873
1,4,1,1,0.994,1.58295657548661,1.88297898424025
4,3,1,4,0.667,6.75446959953842,7.33305697543801
3,2,2,2,0.833,2.36587694642003,2.84934037608855
4,2,2,2,0.83,2.80511608029519,2.56630807614147
4,1,2,1,0.669,6.16638408406561,1.8580291139433
1,3,1,1,0.499,4.11683467192961,1.89977331620048
2,1,1,2,0.833,2.19131188936717,1.94965544119532
2,4,1,2,0.836,2.26635161106333,1.92465664574684
3,1,2,1,0.83,6.13302213609677,1.96634240230105
1,4,1,1,0.831,2.66630525364144,2.44977076454597
2,1,1,2,0.669,2.64125342940861,6.27469993833256
3,4,1,3,0.665,13.2164723370779,2.03297135960929
2,3,1,2,0.833,1.78301077482138,2.24970370879328
4,1,2,1,0.668,17.5665153445625,2.19959806461975
4,2,2,2,0.662,5.89146176695886,1.9663808909354
3,1,1,3,0.669,4.77431776045159,1.91635450483773
2,3,1,2,0.833,7.5497816268944,2.17476519794945
1,2,1,1,0.831,3.92474445685275,2.14122876817328
3,4,2,4,0.665,4.54193507737182,1.83300836571834
1,2,2,2,0.668,2.41638401279033,2.7415779028488
1,3,1,1,0.664,2.52471412210707,1.76650627835079
1,4,1,1,0.662,4.34073816638465,1.66657096776635
2,4,1,2,0.66,1.57463587613984,1.82482226091361
3,2,2,2,0.66,3.09969154923601,2.0246851843558
4,3,1,4,0.666,3.26639979313131,1.86641707025046
4,3,2,3,0.693,5.02470941794036,3.20793612825491
4,1,2,1,0.5,4.73290142433598,2.5327471276787
3,1,1,3,0.588,2.89976362276684,2.34137707770878
1,2,2,2,0.831,3.14153553684082,2.02459110102882
2,4,1,2,0.771,2.60808620541684,1.93305229978159
3,2,2,2,0.793,1.77451761624798,2.04962838511074
2,3,1,2,0.811,4.40812378172814,1.56639417664155
1,4,1,1,0.56,3.95790512352232,1.93287810307447
2,1,1,2,0.655,1.85752705109462,3.19953676790738
4,2,2,2,0.796,3.92464980332352,2.23293720451056
3,4,1,3,0.67,3.20746970303026,1.97469158487365
1,3,2,3,0.667,7.50756187618117,1.8664147894433
4,1,2,1,0.642,3.40822242667127,2.04985903181387
3,1,1,3,0.654,3.24984198277434,1.51637377766565
3,2,2,2,0.503,1.73254504809483,1.67462934732703
1,2,2,2,0.815,1.8330916152081,1.91600782203113
2,4,1,2,0.829,1.49166008320935,2.22472258960715
4,3,2,3,0.838,2.08313060276942,2.29969046585211
1,4,1,1,0.584,5.06599574800384,2.7497674288652
2,3,1,2,0.676,3.75813143668984,1.76637256598588
3,4,1,3,0.665,3.19130134063016,1.87455356748342
4,2,2,2,0.807,1.58299190113576,2.79969260410962
2,1,1,2,0.818,1.83296560056897,2.11636368508971
1,3,2,3,0.814,3.59139582309945,2.66638308621259
2,1,2,1,0.665,51.4836444687971,23.34149254361
3,4,2,4,0.503,6.85799490182399,17.4831874519077
3,2,2,2,0.83,4.28296273530395,3.14974758583594
1,3,1,1,0.999,3.14965350250895,3.84131335763595
4,2,2,2,0.831,3.3830887784552,3.32481584614288
4,1,2,1,0.997,5.55819239128141,3.65783319254115
2,3,1,2,0.833,2.92478380078865,3.06635925177034
2,4,1,2,0.657,2.95745751496361,2.84971642429809
3,4,2,4,0.493,4.91654124598972,6.03305831541365
1,4,1,1,0.831,6.78310086673628,7.09963795025033
1,3,1,1,0.998,2.69893363675692,2.74139173190088
2,1,2,1,0.522,10.4748727665537,7.68307688974164
4,2,2,2,0.664,4.23245139241953,2.09134977928807
1,2,1,1,0.662,5.77424762560622,3.41637774056835
3,1,2,1,0.837,3.56574528678175,2.44139421227919
3,2,2,2,0.663,8.90814673235764,3.50791511631178
4,1,2,1,0.827,3.74132017155171,1.89970859827554
4,3,1,4,0.501,4.84986866822692,1.74155794577928
1,2,2,2,0.501,4.90770225991037,2.10799711135769
2,4,1,2,0.661,2.55796944230678,4.50772210293871
4,3,1,4,0.667,4.99977391491302,4.94967710887067
3,1,2,1,1,2.56634371376458,4.32465875549497
1,4,1,1,0.986,3.54926502389571,4.9164297715015
2,3,1,2,0.667,5.24130092723317,1.59138242335212
1,4,1,1,0.829,70.1627237525367,34.267164505904
1,3,1,1,0.56,9.85773093417129,6.50769965885092
2,1,1,2,1,2.36345286378719,2.7996064498434
2,4,1,2,0.997,2.73304076511386,2.36640135387643
2,3,1,2,1,1.63263957431354,5.17473210706703
3,4,1,3,0.832,4.09141146062302,2.45802863416657
4,1,2,1,0.832,4.38346194132782,2.58306576826408
3,1,1,3,0.498,13.7337897192292,2.17453567410712
4,3,2,3,0.831,2.94131301606421,6.14966509463284
3,2,2,2,0.999,1.79943339497186,3.04961999202851
2,1,1,2,0.999,28.0908176001653,3.40806851946536
2,4,1,2,0.998,10.4664093936576,3.07476455129199
3,1,1,3,0.498,5.96641994230731,2.67495277341095
4,2,2,2,0.998,1.6329728546184,6.35811610242808
1,2,2,2,1,4.45864872369884,2.30809982329583
3,2,2,2,1,2.83302742249771,3.32474616242962
4,1,2,1,0.785,2.88250885658908,4.12492452013612
3,4,1,3,0.828,3.68263162006178,3.14967393269035
1,3,1,1,0.498,13.2079843013285,1.88299580505873
4,3,2,3,0.754,4.81550953683427,1.64136530315409
4,2,2,2,0.999,1.83295928392317,2.59140632884782
1,2,2,2,0.998,4.05806176262786,1.92491442764458
2,3,1,2,0.999,1.49978246974115,2.54115028176284
1,4,1,1,0.767,11.4331651821581,3.54122725839488
1,4,1,1,0.832,9.93723325458905,7.45869576497353
2,3,1,2,0.832,3.77427714666464,3.29931479393872
4,2,2,2,0.677,3.76403982485772,4.09131424198767
3,4,2,4,0.506,3.27515838654654,4.96636406297421
1,2,2,2,0.5,4.22466171621454,2.04971492987443
1,3,1,1,0.832,2.00803864112913,3.45803889771742
1,2,2,2,0.509,4.94128336580616,1.65821491761471
4,2,2,2,0.656,3.40791428110424,1.9828630061138
3,4,2,4,0.658,4.14964285693986,1.84135543874072
2,3,1,2,0.674,1.68298029569269,4.26634855360862
3,1,2,1,0.829,2.52467813789553,1.9498976210798
4,1,2,1,0.669,2.47471431691156,3.28307785644574
2,1,1,2,0.508,3.84141274356716,3.74952345762995
1,3,1,1,0.831,2.89971684003558,2.49122409380016
2,4,1,2,0.665,2.59145593600988,4.24134796915678
4,3,1,4,0.669,2.68368876580189,3.94173011536805
3,2,2,2,0.832,1.77364479789048,4.53303238321314
1,4,1,1,0.663,2.18214381629605,2.89133037857118
3,2,2,2,0.834,1.78305305286449,5.1830797951161
2,1,1,2,0.502,1.59968530812603,3.03324250090827
2,4,1,2,0.834,1.83207832914013,3.28296438718917
4,3,1,4,0.667,3.6914451592811,1.55825106812154
3,1,2,1,0.838,2.74973671141015,1.84976043161714
4,1,2,1,0.665,1.54903183354327,1.54130509032166
2,4,1,2,0.997,5.47471916359063,18.9664111042493
4,3,2,3,0.332,10.6161548861055,3.2995405920592
1,2,2,2,0.834,5.81633404208878,4.08309684401502
4,1,2,1,0.835,4.80804422906294,2.42467266400126
1,3,1,1,0.997,4.2496694281308,2.71634510391596
2,3,1,2,1,6.36642729785126,1.75800400164553
3,4,1,3,0.01,6.34150254963788,7.83292279129819
4,2,2,2,0.988,3.32479576959304,1.61616657514969
3,2,2,2,0.985,4.28310864709965,2.02453615877312
2,1,1,2,0.836,4.5330472083424,3.13284484533142
3,1,2,1,1,4.2664939539136,4.69136362107201
4,1,2,1,1,5.49957035635634,1.81629469847576
1,4,1,1,0.333,4.05807402186838,3.69955165388455
1,3,1,1,0.996,3.7496392076755,2.60799906943794
2,1,1,2,0.836,2.86642330647192,3.96637432652642
4,2,2,2,0.984,7.30814543907763,1.824617297847
3,2,2,2,0.667,5.28306987368524,3.44986055825757
3,4,1,3,0.51,8.2580057122359,2.10802444321598
4,3,2,3,0.493,7.0912928595917,2.8246486586977
2,4,1,2,1,2.30802313176355,1.59966820220689
1,2,2,2,0.998,2.48316007889116,2.07461886588862
2,3,1,2,0.983,5.98306029437117,1.4745595083532
1,4,1,1,0.655,4.21622507738903,5.21635308667828
3,1,2,1,0.99,2.07464395456918,3.67489204740195
2,1,2,1,0.844,8.69179098027234,22.8498984935723
1,3,1,1,0.999,10.7073179803992,2.88038980508281
1,4,1,1,0.999,2.62650595819287,2.46464268901036
4,2,2,2,0.998,2.18194392730948,2.46458580017497
2,3,1,2,1,3.36343748484796,1.99818065189174
3,4,2,4,0.774,3.4639928436809,2.68094162660418
3,2,2,2,0.997,3.49694824322069,3.79645363871532
1,2,1,1,0.862,5.26223410404054,4.36291345131758
4,3,1,4,0.908,3.04819102681358,2.59783800618607
4,1,2,1,0.998,2.43137622434006,2.015016824138
2,4,1,2,0.998,2.99749433938996,2.44826490934065
1,3,1,1,1,1.94835334227537,2.53136378902127
2,4,1,2,1,2.06540463447163,2.26455742871622
4,3,1,4,0.908,2.73130792129086,1.91495814843802
3,1,2,1,0.999,2.33137844884186,2.68092740440625
1,2,1,1,0.918,2.11534316901816,1.93167580230511
3,2,2,2,0.996,2.29831364774145,2.51449516099819
1,4,1,1,0.996,2.83091403917933,2.41439199530578
2,1,2,1,0.876,3.16416143150127,1.96662814516458
2,3,1,2,0.999,1.93328801676398,2.46463320753537
4,2,2,2,1,2.38177792867646,3.58013610285707
3,4,2,4,0.919,2.88080553105101,1.53192392505298
3,1,2,1,0.995,2.39809736084135,2.79746049782261
4,1,2,1,0.995,2.89780872302072,4.07998239363951
