condition,stimLeft,stimRight,action,chosen,rewLeft,rewRight,RT
2,2,4,1,2,68,40,1.18491245280893
2,4,2,2,2,48,72,1.09784124542784
1,1,3,1,1,90,74,1.23387541327975
1,1,3,1,1,66,62,0.970095439537545
2,2,4,1,2,100,60,0.877986895822687
2,4,2,2,2,68,68,1.44743768974149
1,1,3,1,1,32,52,1.15312920838187
2,4,2,2,2,10,84,1.02576187628438
1,3,1,2,1,50,48,0.778645440208493
2,4,2,2,2,46,68,0.734922524075955
1,1,3,2,3,54,40,1.27179463714128
1,3,1,2,1,68,62,0.707816531314165
2,2,4,1,2,66,32,0.751976937477593
2,2,4,1,2,70,30,0.577248209083336
1,3,1,2,1,48,60,0.586293946253136
2,4,2,2,2,38,74,0.582009708596161
1,3,1,2,1,62,62,0.685519935301272
1,3,1,2,1,40,42,0.676385246100836
2,4,2,2,2,66,64,0.640358391145128
1,3,1,2,1,72,44,0.820866007881705
2,4,2,2,2,60,78,0.581082982404041
2,2,4,1,2,40,34,0.745562555312063
1,1,3,1,1,92,30,0.75335697690025
2,2,4,1,2,74,40,0.809337739323382
1,3,1,1,3,60,70,1.17504904120869
2,4,2,2,2,36,44,0.671200796816265
1,1,3,1,1,68,48,0.856242828784161
1,1,3,2,3,68,58,0.957012648723321
2,2,4,1,2,66,18,0.575140730245039
2,4,2,2,2,42,72,0.455124770189286
1,1,3,1,1,66,64,0.645361087503261
1,1,3,1,1,64,68,0.703164083563024
2,4,2,2,2,38,82,0.569245520004188
2,4,2,2,2,58,74,0.58478561064112
1,3,1,2,1,84,68,0.925902959323139
2,2,4,1,2,66,34,0.603889341975446
1,3,1,2,1,46,44,0.45952875095827
2,4,2,2,2,42,90,0.514755987052922
1,1,3,2,3,74,30,1.23337591341988
1,3,1,2,1,78,96,0.969400929461699
2,4,2,2,2,62,70,0.663724122117856
1,1,3,1,1,64,46,0.59644944552565
2,4,2,2,2,32,56,0.497214475733927
2,4,2,2,2,24,68,0.592875541144167
1,3,1,2,1,42,72,0.835351503774291
1,1,3,1,1,62,64,0.877826953234035
2,4,2,2,2,36,74,0.532559222599957
1,3,1,2,1,60,86,0.53453027982323
2,4,2,2,2,58,66,0.481147515398334
2,2,4,1,2,66,40,0.636615563445957
1,3,1,1,3,68,62,0.503985093688243
2,2,4,1,2,60,60,0.581126603108714
1,3,1,2,1,90,56,0.655364769598236
2,2,4,1,2,70,34,0.483015508027165
1,3,1,2,1,54,50,0.487091905844864
2,2,4,1,2,56,50,0.464128597275703
1,3,1,2,1,30,62,0.622813886264339
1,1,3,2,3,52,76,0.520995031081839
2,4,2,2,2,66,64,0.532366350656957
2,2,4,1,2,70,24,0.543119710186147
1,1,3,2,3,64,52,0.65190932538826
2,4,2,1,4,24,94,0.506593355370569
1,1,3,1,1,60,88,1.13913508690894
1,1,3,1,1,46,70,0.609654117724858
2,4,2,2,2,44,74,0.522170224256115
2,4,2,2,2,48,58,0.757853330927901
1,3,1,2,1,40,72,0.851862368974253
1,1,3,1,1,58,50,0.723865102540003
2,2,4,1,2,48,32,0.54203689028509
2,2,4,1,2,50,38,0.58288126741536
1,3,1,2,1,64,34,0.438561303555616
2,2,4,1,2,60,70,0.533246034901822
1,3,1,2,1,78,100,0.441838416081737
1,3,1,2,1,32,68,0.70022781129228
2,2,4,1,2,46,42,0.643170216135331
1,1,3,2,3,64,64,0.815360818087356
2,2,4,1,2,88,58,0.562048103383859
2,4,2,2,2,62,46,0.569668042138801
1,3,1,2,1,48,78,0.731138213930535
1,3,1,1,3,88,36,0.392709098217892
2,2,4,1,2,64,36,0.528620957004023
2,2,4,1,2,78,54,0.597759777345345
1,3,1,2,1,66,78,0.678583815257298
1,3,1,1,3,30,68,0.668639149414958
2,4,2,2,2,58,72,0.549961746350164
2,2,4,1,2,98,46,0.494092601627926
1,3,1,2,1,58,60,0.456098965980345
1,3,1,2,1,56,78,0.411038348160218
2,4,2,2,2,44,58,0.545439305409673
1,1,3,2,3,54,52,0.436777558774338
2,4,2,2,2,34,68,0.570321069782949
1,3,1,2,1,42,88,0.479272680313443
2,4,2,2,2,38,70,0.494236293365248
2,2,4,1,2,74,30,0.473207263785298
1,1,3,1,1,66,68,0.756576783780474
1,1,3,2,3,56,52,0.484592695924221
2,4,2,2,2,50,44,0.507311814071727
1,1,3,1,1,54,52,0.640240786291542
2,2,4,1,2,60,32,0.528158235392766
2,2,4,1,2,72,30,0.542063404835062
1,3,1,2,1,56,82,0.554612483480014
1,1,3,1,1,46,46,0.78818297944963
2,4,2,2,2,22,38,0.524817830097163
2,4,2,2,2,8,30,0.735645259308512
1,1,3,1,1,54,48,0.811658617516514
1,1,3,1,1,72,76,0.934884120724746
2,2,4,1,2,68,62,0.538102901249658
1,1,3,1,1,68,84,0.851756310774363
2,4,2,2,2,46,66,0.512206741623231
2,2,4,1,2,58,32,0.638979207025841
1,3,1,1,3,56,74,0.794318958884105
1,3,1,1,3,62,76,1.00183976745757
2,4,2,1,4,52,58,0.518216135460534
2,4,2,1,4,14,40,0.674616041549598
1,1,3,1,1,48,76,0.748998327442678
1,3,1,1,3,68,60,0.853436990946648
2,2,4,1,2,60,34,0.636024973282474
2,4,2,2,2,76,40,0.828309325544978
1,1,3,2,3,70,40,0.800880454029539
2,4,2,1,4,42,68,0.551890465838369
1,3,1,1,3,48,46,0.819403003581101
1,1,3,2,3,38,74,0.423277805311955
2,4,2,2,2,36,52,0.604413218097761
2,2,4,1,2,66,52,0.525037216590135
1,1,3,2,3,62,50,0.535285516773001
2,2,4,1,2,70,38,0.516411435630289
1,1,3,2,3,76,48,0.783722548352671
2,2,4,1,2,34,38,0.503974830004154
1,3,1,1,3,30,62,0.735666214357479
2,2,4,1,2,72,70,0.551016768731643
1,3,1,1,3,54,76,0.578647065281984
2,2,4,1,2,64,48,0.574178081107675
1,3,1,1,3,76,54,0.799631276735454
1,3,1,1,3,64,72,0.783815349277575
2,2,4,1,2,76,48,0.603144368709764
1,3,1,2,1,62,60,0.639447488152655
2,4,2,1,4,30,64,0.6093000202236
2,4,2,2,2,46,54,0.997665436880197
1,3,1,2,1,62,64,0.820882686384721
1,3,1,1,3,26,80,0.700116621243069
2,4,2,2,2,36,94,0.702544840591145
1,1,3,1,1,84,62,0.823045332610491
2,2,4,1,2,92,46,0.703921031119535
2,2,4,1,2,44,30,0.58700684546784
1,3,1,1,3,44,82,0.703889384720242
1,3,1,2,1,64,76,0.604561186381034
2,2,4,1,2,36,38,0.580558678615489
1,1,3,2,3,70,70,1.02214477883535
2,4,2,2,2,40,72,0.610997806565138
1,1,3,2,3,52,46,0.578454193338985
2,2,4,1,2,48,60,0.566078742209356
1,3,1,1,3,68,100,0.722688198758988
2,4,2,2,2,26,70,0.523297092513531
1,1,3,2,3,94,44,0.539764336994267
2,2,4,1,2,58,62,0.602244157067616
1,3,1,2,1,66,60,0.740309253713349
2,2,4,1,2,52,38,0.521707930296543
2,4,2,2,2,26,44,0.545128400975955
1,1,3,2,3,74,54,0.555806921067415
1,1,3,2,3,74,82,0.537413950674818
2,4,2,2,2,66,52,0.577800738043152
2,4,2,2,2,46,68,0.539923851931235
1,3,1,2,1,58,46,0.52422638463031
2,4,2,2,2,62,62,0.534514028971898
1,3,1,1,3,56,50,0.541421496192925
1,1,3,2,3,68,86,0.625507678734721
2,4,2,2,2,16,56,0.653115309629356
2,2,4,1,2,56,12,0.533774187570089
1,1,3,2,3,54,36,0.495038572247722
2,4,2,2,2,42,70,0.630923488861299
1,1,3,2,3,62,46,0.498533788297209
1,1,3,2,3,66,60,0.409269143608981
2,4,2,2,2,50,54,0.554479910730151
2,4,2,2,2,40,88,0.436200225885841
1,1,3,2,3,30,44,0.467681546593667
2,4,2,2,2,34,66,0.435921395488549
1,3,1,1,3,50,74,0.704666859688587
1,1,3,1,1,48,54,1.26382744332659
2,2,4,1,2,54,34,0.581777492479887
2,2,4,1,2,62,50,0.645716040322441
1,1,3,2,3,84,46,0.700317618611734
1,3,1,1,3,36,50,0.723383991789888
2,2,4,1,2,70,16,0.579696100525325
2,2,4,1,2,32,54,0.600574168245657
1,3,1,1,3,78,68,0.871328323220951
1,1,3,2,3,44,70,0.517702523022308
2,4,2,2,2,48,62,0.583001865859842
1,3,1,1,3,40,76,0.671686184083228
2,2,4,1,2,94,18,0.476300057431217
1,3,1,2,1,62,80,0.615870068446384
2,2,4,1,2,54,50,0.499649537552614
2,2,4,1,2,68,34,0.606590832205256
1,1,3,1,1,46,58,0.715480090788333
1,3,1,2,1,58,58,0.932955828902777
2,4,2,2,2,46,44,0.537562346609775
2,4,2,2,2,66,78,0.508725210514967
1,1,3,1,1,80,58,0.73313321977912
1,3,1,2,1,28,52,0.514452780378633
2,4,2,2,2,40,58,0.623780384281417
1,3,1,2,1,66,64,0.667415631352924
2,2,4,1,2,58,60,0.551083055106574
1,1,3,2,3,58,48,0.669264807205764
2,4,2,2,2,42,52,0.465971358295064
2,2,4,1,2,48,68,0.699267728079576
1,1,3,2,3,64,46,0.730453967538779
1,1,3,2,3,74,34,0.47458944148093
2,2,4,1,2,48,68,0.787764306209283
2,2,4,1,2,68,16,0.598945234203711
1,3,1,2,1,80,76,0.599383151886286
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,1,2,1,48,54,1.42729262095872
2,2,4,1,2,86,58,1.63090167849907
2,4,2,2,2,56,68,1.77549063672973
1,1,3,1,1,72,38,1.35386785235153
1,3,1,2,1,78,70,1.27426391126357
2,2,4,2,4,80,22,1.56204981399196
2,4,2,2,2,50,66,0.747164119488275
1,3,1,2,1,60,56,1.24720496044415
1,3,1,1,3,88,48,1.26631852780974
2,2,4,1,2,78,36,1.337376659244
2,4,2,2,2,56,66,1.43567720505882
1,3,1,1,3,66,70,1.32975714812949
2,2,4,1,2,74,40,0.84951839746077
1,3,1,2,1,60,76,1.88357162926332
2,4,2,2,2,48,48,1.87546758617975
1,1,3,1,1,56,50,2.21798336340453
1,1,3,2,3,82,46,2.12390376245708
2,4,2,1,4,48,46,1.38627333333625
2,2,4,2,4,66,8,1.60086882184328
1,1,3,2,3,80,44,1.37520393749583
1,3,1,2,1,52,68,2.02453066043893
2,4,2,2,2,62,70,1.47371959326676
1,3,1,1,3,50,44,1.66228292818107
2,2,4,1,2,82,56,2.25415219948866
2,2,4,1,2,78,48,1.29400356406836
1,1,3,2,3,50,38,1.2007903901017
1,1,3,1,1,72,54,1.33285892250876
2,4,2,2,2,58,84,1.08774690068458
2,4,2,2,2,30,62,1.40825474834912
1,3,1,2,1,54,88,1.18651529996293
1,1,3,1,1,68,52,1.16248456703659
2,2,4,1,2,36,86,1.03554531656869
2,4,2,2,2,74,30,0.840698889254213
1,1,3,1,1,52,48,0.879489671942338
2,2,4,1,2,50,8,0.944667988687684
1,1,3,1,1,78,30,1.56844709000711
2,2,4,1,2,98,24,0.893671533511679
1,1,3,1,1,74,58,1.41657133546505
2,2,4,1,2,80,34,0.847820611126167
1,1,3,1,1,38,34,0.690832680804647
1,3,1,1,3,30,88,1.10997336143305
2,4,2,2,2,22,42,0.861694989477542
2,4,2,2,2,52,66,1.05208953877093
1,1,3,1,1,96,52,1.15538380021042
2,4,2,2,2,48,42,1.06815778208386
1,1,3,1,1,54,50,1.24262564153446
1,1,3,1,1,50,78,1.21604480787425
2,2,4,1,2,94,46,0.763158806315118
1,1,3,1,1,66,58,0.841196678496999
2,4,2,2,2,30,62,0.922579232523617
1,1,3,2,3,72,44,1.16360630344877
2,2,4,1,2,80,46,0.76732757739569
2,4,2,1,4,52,28,1.02818924031112
1,3,1,2,1,66,60,1.04817992600738
1,1,3,1,1,64,66,1.50784638155551
2,4,2,1,4,52,60,0.8443339481571
1,1,3,2,3,60,46,1.78259012059425
2,4,2,2,2,14,50,0.755369516567271
2,2,4,1,2,60,44,0.675067216515572
1,3,1,2,1,44,56,2.03092921941607
2,2,4,1,2,82,54,1.53658344662608
1,1,3,1,1,70,88,1.01098429269655
2,2,4,1,2,80,50,1.17799557720241
1,1,3,1,1,66,54,0.628072319710554
1,3,1,2,1,62,62,1.43364371034318
2,2,4,1,2,76,58,0.752641084119887
2,2,4,1,2,66,56,1.01880993303371
1,1,3,1,1,56,68,0.967746336181335
2,4,2,2,2,12,68,0.930584915189684
1,3,1,2,1,50,56,0.952931974363082
2,4,2,2,2,36,86,0.767486237025423
1,1,3,1,1,66,44,0.90110202156302
1,1,3,2,3,38,46,1.06093085733073
2,2,4,2,4,58,58,0.79814175788897
1,1,3,1,1,74,48,1.09516926331048
2,4,2,2,2,62,74,0.521840930677854
2,2,4,1,2,66,82,0.672932367804606
1,3,1,2,1,40,78,0.802567549016658
1,3,1,2,1,44,90,0.899085205353003
2,4,2,2,2,50,76,1.96484299325289
1,1,3,1,1,76,52,0.595546667955205
2,2,4,1,2,58,52,0.628149725082494
1,1,3,1,1,60,72,0.858331490857381
2,4,2,2,2,36,72,0.632871880424545
2,4,2,2,2,46,24,0.8888031205056
1,3,1,2,1,82,72,0.916534771049101
2,2,4,2,4,56,42,0.729395096262806
1,1,3,2,3,78,60,1.37075890193864
1,3,1,2,1,90,48,1.08289944272406
2,4,2,2,2,36,66,1.32523727312423
1,1,3,1,1,78,58,1.27716939246193
2,2,4,1,2,66,70,0.577991899378048
1,1,3,1,1,82,56,0.612649833920614
2,4,2,1,4,44,62,1.04733445407192
1,3,1,2,1,52,72,0.904527957665778
2,2,4,1,2,92,48,2.26348959667507
2,2,4,1,2,60,34,1.03778066396694
1,1,3,1,1,40,78,1.16198635013984
1,3,1,2,1,22,58,1.18368465821254
2,4,2,2,2,50,68,0.642103219422097
2,4,2,2,2,40,44,1.2108492395671
1,3,1,2,1,50,42,0.992454900679604
2,2,4,1,2,76,24,0.72349304356635
1,1,3,2,3,78,68,1.46915053805287
2,2,4,1,2,60,50,0.688894125274601
1,3,1,1,3,58,74,1.068032907119
2,4,2,2,2,54,80,0.868920631268566
1,3,1,1,3,68,64,0.536736974407859
1,1,3,1,1,46,42,1.29171219399745
2,4,2,1,4,54,72,1.42309605236869
2,2,4,2,4,48,48,0.816941427226766
1,3,1,1,3,66,72,0.784659538245023
2,2,4,2,4,64,42,0.9043526195303
1,3,1,1,3,38,46,1.01378970286191
1,1,3,1,1,78,68,0.662783711001566
2,2,4,1,2,66,62,1.7881534713315
2,2,4,1,2,80,64,0.605303593704775
1,1,3,1,1,78,36,0.739189655563223
1,3,1,2,1,58,78,0.887378605069671
2,2,4,1,2,68,44,0.741430134809434
1,3,1,2,1,78,80,0.768492506860639
2,2,4,1,2,48,38,0.663588128154061
2,4,2,1,4,68,64,1.885123157934
1,3,1,2,1,54,56,0.845100731758748
1,3,1,1,3,72,54,1.77483974735924
2,2,4,2,4,56,48,2.4513139454973
2,4,2,2,2,54,70,1.31752581640217
1,1,3,1,1,80,66,2.69092077752612
1,1,3,1,1,54,70,0.963187117009284
2,4,2,2,2,48,80,1.70735252672944
1,3,1,1,3,34,72,0.591708045753876
2,4,2,2,2,24,58,1.15642214409468
1,3,1,2,1,72,74,0.976393499830465
2,4,2,2,2,38,58,0.697536584729505
1,3,1,2,1,62,70,0.898795255948698
2,4,2,2,2,58,82,0.811236950672992
2,4,2,2,2,48,60,0.700650333420526
1,3,1,2,1,66,86,0.8653723861255
2,2,4,2,4,74,18,0.841522550836316
1,3,1,2,1,72,98,1.38278624271334
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,2,4,2,4,56,40,1.14628375098755
1,1,3,2,3,46,98,1.42967080478911
1,3,1,1,3,54,56,1.54321935356666
2,2,4,1,2,88,46,1.00244489785291
1,3,1,1,3,42,60,1.63460003019236
2,2,4,2,4,58,38,1.20324940053615
1,1,3,1,1,64,28,1.10053418259713
2,4,2,2,2,28,38,0.810094686869434
2,2,4,1,2,66,44,0.835570462623309
1,3,1,1,3,22,38,1.53317247841278
2,2,4,1,2,36,38,1.04868712363805
1,1,3,2,3,86,82,0.793314827319591
2,2,4,1,2,60,68,0.644775201542416
1,3,1,1,3,66,76,1.22940172489962
2,2,4,1,2,72,54,0.830137546352489
1,3,1,2,1,82,80,1.0143379552751
1,1,3,1,1,60,38,0.834935824103923
2,2,4,1,2,56,36,1.05346701226836
1,1,3,2,3,56,58,0.764047471303456
2,2,4,1,2,28,36,0.75981326916235
2,4,2,1,4,38,26,0.79173977768005
1,3,1,1,3,68,76,1.49579167092543
1,3,1,2,1,74,50,1.8309316998093
2,2,4,1,2,66,62,0.913574122486352
2,4,2,2,2,36,66,1.33045422413079
1,3,1,1,3,46,84,0.718324417460735
2,2,4,2,4,46,58,0.620988231390129
1,3,1,1,3,80,60,0.882212117233394
2,4,2,1,4,52,40,0.834873386621894
1,1,3,2,3,64,70,1.23741082879769
1,3,1,1,3,24,76,0.912966426168168
2,4,2,2,2,20,64,1.002799850663
1,3,1,2,1,60,46,1.09820560662956
2,2,4,1,2,68,64,0.834747656349009
2,4,2,1,4,36,54,1.32255075076773
1,3,1,1,3,72,70,0.700674709697523
1,3,1,1,3,48,76,0.862655927989636
2,2,4,1,2,80,68,0.878047195039017
1,3,1,2,1,32,68,0.831357643181491
2,4,2,1,4,32,56,0.727306861836496
2,4,2,2,2,32,72,0.597827774330199
1,3,1,1,3,34,80,1.3791178267993
2,2,4,1,2,70,44,1.14331711526847
1,1,3,1,1,72,68,0.587629082011063
1,1,3,1,1,50,48,0.767966064800476
2,4,2,1,4,22,76,1.73885180891239
1,1,3,1,1,82,62,1.01092057225242
2,2,4,1,2,78,54,0.632024270219063
1,3,1,2,1,64,68,0.889298343824521
2,2,4,1,2,56,36,0.589217388924226
1,1,3,2,3,80,48,0.672713408962409
2,2,4,2,4,58,78,0.643476844033103
2,2,4,2,4,90,28,1.0354811684706
1,1,3,2,3,88,82,0.890014236601473
2,2,4,1,2,80,42,0.596799694141737
1,3,1,2,1,54,36,0.745036113240985
1,1,3,1,1,42,62,1.03235801139226
2,4,2,2,2,42,78,0.753113641777418
2,4,2,1,4,46,74,1.04969253816489
1,1,3,2,3,42,68,0.799491861530896
2,4,2,1,4,78,48,0.954653709321065
1,3,1,2,1,48,50,0.59867367391962
2,2,4,1,2,66,62,1.02419110317169
1,3,1,1,3,82,58,0.907455676871905
1,3,1,1,3,46,66,0.870468311053173
2,4,2,1,4,28,64,0.829798844393281
1,3,1,1,3,56,58,0.758306216506753
2,2,4,1,2,50,50,0.506893140815009
1,1,3,2,3,80,52,0.45563025720412
2,2,4,1,2,68,36,0.563050951979221
2,4,2,1,4,42,88,0.447289721464585
1,1,3,2,3,68,46,0.423268396926233
2,4,2,1,4,52,52,0.617996364085684
1,1,3,1,1,72,92,0.74042343732026
1,1,3,1,1,100,36,1.03698266162428
2,2,4,2,4,72,32,0.715781586844059
2,4,2,2,2,28,54,0.756628529909449
1,1,3,2,3,76,78,1.12670147485051
1,3,1,2,1,42,86,1.44267961146761
2,2,4,1,2,66,34,0.844035018018985
1,1,3,2,3,52,34,1.33292520887699
2,2,4,1,2,64,38,0.973169844064614
2,2,4,2,4,62,70,1.49260222747853
1,3,1,2,1,66,54,0.848426169174218
1,3,1,1,3,58,60,0.683137902587987
2,4,2,2,2,44,54,0.801099840527968
1,3,1,2,1,58,82,1.04520730313288
2,4,2,1,4,28,70,0.786498450395811
2,2,4,1,2,60,32,0.759675136924216
1,1,3,2,3,70,42,0.944097070613225
2,2,4,1,2,52,36,0.702789458671305
1,1,3,1,1,82,60,1.1507275035824
2,2,4,2,4,70,48,1.63051165806155
1,1,3,1,1,66,72,0.941161653634936
1,3,1,2,1,70,74,0.92642170361114
2,4,2,1,4,28,100,0.86900445145011
1,1,3,1,1,56,44,1.24522962667106
2,4,2,2,2,42,66,1.08845466803541
2,2,4,1,2,66,52,1.1571205030582
1,3,1,1,3,36,44,0.993919187936172
1,3,1,2,1,74,84,0.611803079023503
2,2,4,1,2,64,68,0.82790348191611
2,4,2,1,4,48,56,1.04419761206555
1,3,1,2,1,56,92,0.845725961889912
2,4,2,1,4,28,56,1.52280400745985
1,3,1,2,1,56,74,0.884567635402618
2,4,2,2,2,56,72,0.765546398533388
1,1,3,2,3,64,32,1.04333845520296
2,2,4,1,2,44,48,0.899781426046502
1,3,1,1,3,74,72,0.986076869093722
1,3,1,1,3,62,44,0.667359608679817
2,4,2,2,2,22,80,0.993750692265166
2,4,2,1,4,38,48,0.76976948167021
1,1,3,2,3,70,28,0.31645283254511
2,4,2,1,4,30,82,0.479864553428797
1,1,3,2,3,44,72,0.422052576636361
1,3,1,1,3,66,54,0.868514787633558
2,2,4,1,2,48,78,0.855496144913104
1,3,1,2,1,80,34,1.81615197796373
2,4,2,1,4,36,54,0.794831288363184
2,2,4,1,2,84,48,0.785841146215262
1,1,3,1,1,46,44,1.49841789406946
2,4,2,2,2,38,54,1.2307886067847
1,3,1,1,3,68,50,0.776401539725612
1,1,3,1,1,26,70,0.844228317621855
2,4,2,2,2,56,86,1.23193471947343
1,1,3,2,3,68,52,0.557159590632182
2,2,4,1,2,44,54,1.32904168300684
2,2,4,2,4,68,38,0.935657746802462
1,1,3,2,3,64,74,0.891765907338595
1,1,3,2,3,70,60,1.09544937667306
2,2,4,2,4,70,52,1.15428515711392
2,4,2,2,2,48,86,0.918145315969923
1,3,1,2,1,40,88,2.09391666477768
2,4,2,2,2,44,30,0.922229411560693
1,3,1,1,3,22,76,1.19665283776158
1,3,1,2,1,70,86,0.770572615861056
2,2,4,1,2,70,72,0.440729936934076
1,3,1,2,1,50,74,0.704849895588268
2,2,4,1,2,52,6,0.504840401669753
2,2,4,1,2,48,14,0.439769426076055
1,1,3,2,3,84,44,0.702649188163377
1,3,1,1,3,44,70,0.672034722082572
2,4,2,2,2,20,64,0.530708763784787
2,2,4,1,2,84,52,1.12286969511206
1,1,3,1,1,70,58,0.588681966130935
2,2,4,1,2,56,42,0.495532084954903
1,1,3,2,3,50,64,0.284195747493868
1,1,3,1,1,56,40,0.578595319156193
2,2,4,2,4,62,54,0.456536456005779
1,1,3,1,1,76,70,0.606899170736142
2,2,4,2,4,64,32,0.8836143946628
1,1,3,1,1,56,62,0.770925858055307
2,4,2,2,2,46,46,1.0975115242054
1,3,1,1,3,80,48,3.12588722165583
2,2,4,1,2,54,28,1.23859115380583
2,4,2,2,2,24,60,0.754794321952431
1,1,3,1,1,84,50,0.754193895752906
1,1,3,1,1,42,60,1.61608902729677
2,2,4,2,4,62,44,0.552150051809804
1,3,1,1,3,50,84,0.301350231938159
2,4,2,1,4,32,66,0.921794915108876
2,2,4,1,2,54,66,0.869125049875038
