stimLeft,stimRight,action,chosen,conf,RT_choice,RT_conf
2,1,2,1,0.797,3.4137909153942,5.22903694957495
1,4,1,1,0.885,3.98067998420447,1.71538468264043
2,4,1,2,0.833,4.11541146086529,16.8751567628933
4,1,2,1,0.742,4.76222202333156,4.33204727311386
4,3,2,3,0.901,3.70425556681585,2.00461488770088
3,2,2,2,0.999,2.53739474108443,2.17230954166735
3,1,2,1,0.592,2.73659232730279,4.26467062009033
1,2,2,2,0.997,2.44623434712412,3.11513623030623
2,3,1,2,0.964,3.04494677751791,2.22734114900231
4,3,1,4,0.489,3.93326083471766,4.17210258811247
4,2,2,2,0.97,2.5470058771316,2.45687600580277
1,3,1,1,0.83,2.77002434973838,2.86219580919715
2,1,1,2,0.912,1.72902454819996,2.16646991338348
1,4,1,1,0.93,2.58426671754569,1.90694341604831
1,4,1,1,0.738,2.03436702809995,4.39992061478551
1,3,1,1,0.763,2.25122712855227,1.7815086808987
3,4,1,3,0.737,2.84798216732452,2.12399844202446
1,2,2,2,0.955,1.75404611916747,2.37080454704119
4,2,2,2,0.952,2.91246182413306,1.70784134691348
2,3,1,2,0.962,1.68675366265234,1.79798678401858
4,1,2,1,0.949,2.27103205444291,1.60654235066613
3,1,2,1,0.765,1.30697334476281,1.83800417516613
3,4,1,3,0.929,2.00030105555197,2.0513779039029
3,2,2,2,0.923,1.87710707919905,1.65592359483708
2,4,1,2,0.926,1.41529885685304,1.78264144214336
2,1,1,2,0.91,1.50962157209869,2.2480435812613
3,4,1,3,0.834,8.24668617808493,35.3760884077637
4,2,2,2,1,5.94873883906985,1.88582212390611
1,2,2,2,1,5.33565887826262,1.78366418194491
3,1,2,1,0.494,3.39746016677236,1.77201534924097
4,1,2,1,0.667,3.60119799588574,2.3305787871941
3,2,2,2,0.67,2.90440938458778,2.06857981387293
4,2,2,2,0.83,3.92592229653383,3.43217777769314
3,1,1,3,0.578,4.25464769959217,5.24914521101164
1,4,1,1,0.555,2.39627717062831,2.19435664149933
3,4,1,3,0.546,1.9646371184499,2.00789076817455
2,3,1,2,0.829,2.34243315836648,2.92027228721417
2,1,1,2,0.711,3.53264011553256,2.1533076663618
1,4,1,1,0.377,2.4782028364134,1.79786048928509
1,2,2,2,0.673,2.67332255287329,3.3781154914177
1,3,1,1,0.111,4.77233904582681,2.99423643149203
4,3,2,3,0.331,2.24910488160094,2.21798330999445
2,4,1,2,1,1.86713616235647,2.28316979284864
2,3,2,3,0.582,3.87740247446345,2.27940712933196
2,4,1,2,0.989,2.03603008575737,2.33796897536376
3,2,2,2,0.649,3.48590646195225,2.04957829229534
2,1,1,2,0.533,3.18375884991838,2.17863383051008
1,3,1,1,0.385,3.09452471608529,3.41925573837943
4,1,2,1,0.427,1.88023119367426,2.62313224404352
4,3,2,3,0.326,2.42966815613909,2.38462197012268
4,3,2,3,0.664,6.22323682368733,15.416496060323
1,3,1,1,0.833,3.68077757069841,2.51435717986897
1,4,1,1,0.993,4.87498896871693,2.11492198565975
3,2,2,2,1,1.96573568065651,2.33158265938982
1,2,2,2,0.829,5.42928551067598,2.16546932351775
4,2,2,2,0.999,3.41467634169385,2.0821342272684
2,1,1,2,1,3.33060752367601,1.69930952787399
2,4,1,2,0.998,1.84881783905439,2.08326763147488
4,1,2,1,0.826,4.93027158663608,1.68209221703
3,4,1,3,0.845,3.69711820734665,1.83210669457912
2,3,1,2,1,2.73017436498776,1.73244773689657
1,3,1,1,1,2.36549215181731,2.19851052924059
2,1,1,2,0.849,6.41132499580272,2.16587921604514
3,4,1,3,1,3.11444754572585,2.56489175418392
4,2,2,2,0.992,3.7304176017642,2.13198832166381
2,3,1,2,1,5.21252455166541,1.63254116615281
1,4,1,1,1,2.23071553977206,2.19829099602066
3,1,2,1,0.993,3.59739069105126,2.73127130139619
4,1,2,1,1,2.66604477749206,1.91554718092084
4,3,2,3,0.944,3.99671028391458,1.84885175386444
1,2,2,2,0.988,7.11101341922767,1.6318646974396
3,1,2,1,0.995,2.11479617329314,2.13200035598129
2,4,1,2,1,1.66551016666926,2.06520792562515
3,2,2,2,1,1.98148226481862,1.99866821384057
3,2,2,2,0.995,5.77442890359089,6.99474360211752
2,4,1,2,1,7.97622696077451,3.33001565909944
1,4,1,1,1,2.94426226988435,2.43157128174789
3,1,2,1,1,2.33150826604106,2.43044517119415
4,3,2,3,0.656,14.4899423159659,10.5080363010056
1,2,2,2,0.686,3.79684645286761,3.1971149253659
4,1,2,1,1,6.04477784479968,3.84680229099467
3,2,2,2,0.992,2.18126586801372,2.54775503580458
3,4,2,4,1,3.93033467512578,3.48049400071613
1,2,2,2,0.934,6.14450207911432,3.09765653777868
4,2,2,2,1,2.56435313192196,3.53064165683463
1,3,1,1,1,2.31489339517429,3.74681111611426
1,4,1,1,0.935,8.02706968411803,4.18012115894817
4,3,2,3,0.674,5.01178586971946,2.53153547062539
4,2,2,2,1,1.76517350063659,2.13162291934714
3,1,2,1,0.997,1.88185248104855,4.24657371407375
2,3,1,2,0.996,2.04793846653774,2.01515544927679
2,1,1,2,0.885,2.39665055065416,1.7653602133505
4,1,2,1,0.995,1.71533691044897,1.88214385462925
2,3,1,2,1,1.91508295224048,1.98209564504214
2,4,1,2,1,1.56467112689279,1.9319778920617
3,4,1,3,0.689,2.64720977679826,2.76466149953194
1,3,1,1,1,1.59887162852101,2.21497697802261
2,1,1,2,0.876,2.93049330776557,3.91424858011305
3,2,2,2,0.826,4.32999707167619,17.8175072414597
2,4,1,2,0.738,3.66434540846967,6.11156370946264
1,4,1,1,0.666,13.2888515059749,2.58093181691947
3,1,2,1,0.831,2.86473918119736,12.782791570673
4,3,1,4,0.498,4.64695931100869,4.19627225090517
1,2,2,2,0.664,13.3609686560958,2.79784230931546
4,1,2,1,0.912,4.14645588144776,2.23103459971026
3,2,2,2,0.999,1.93130274294526,2.0980704845133
3,4,2,4,0.753,6.27855937095592,6.11263292747026
1,2,2,2,0.834,2.6478443697124,2.24834557475697
4,2,2,2,0.906,3.21400733939663,4.26289926558093
1,3,1,1,0.831,5.11366604294744,3.19721930382366
1,4,1,1,0.826,5.97816745805903,2.41458490674268
4,3,1,4,0.831,7.29386063918355,3.54682259551191
4,2,2,2,0.905,3.11382248719747,1.78173438685189
3,1,2,1,0.91,7.64363204459369,2.04817060517962
2,3,1,2,1,2.08174922899343,2.06487768357329
2,1,1,2,0.832,2.74787533034396,2.11510759097291
4,1,2,1,0.838,1.96521321819455,2.03185226704227
2,3,1,2,0.998,1.56530197932443,2.39808131527388
2,4,1,2,0.915,2.38137788360473,2.08161831177131
3,4,2,4,0.916,2.56469407127588,1.83194715467107
1,3,1,1,0.833,2.28085753327468,2.96407252448262
2,1,1,2,0.832,3.51521137659438,1.64865102394833
4,1,2,1,0.668,4.66302092013939,4.31303180559189
1,2,2,2,0.326,10.6577670920815,2.68100471484649
3,4,2,4,0.335,5.27892586622329,2.84920707564743
3,2,2,2,0.662,3.79676470384584,2.29814407529193
2,4,1,2,0.494,4.17972453414404,1.78183467162307
1,3,1,1,0.662,2.59809984060121,1.86529712918855
1,4,1,1,0.67,1.66686565597774,1.51525623124326
2,1,2,1,0.503,3.03083993784094,3.79668593472161
4,3,1,4,0.501,12.9457572430256,1.39895579848962
3,1,2,1,0.505,2.04847145950771,2.63105232275848
2,4,1,2,0.498,2.93064998024784,2.63089551383746
2,3,1,2,0.657,1.8319872685679,1.71512414707104
4,2,2,2,0.511,1.99846947203332,1.34889035811648
2,3,1,2,0.508,3.01418099614966,1.44882358668838
4,3,1,4,0.522,4.18000059077167,1.66500035919307
3,1,2,1,0.67,1.99810516480647,1.86572598334169
1,2,1,1,0.679,2.78127453559136,1.63180646424007
4,1,2,1,0.676,2.1483328477043,1.64828671672149
1,4,1,1,0.686,1.71494254047866,1.69860013398284
3,4,2,4,0.567,2.94763457395311,1.68204257107573
4,2,2,2,0.678,3.43012138833001,1.83206312032416
1,3,1,1,0.666,2.18240633129608,1.71535206701083
3,2,2,2,0.664,1.59884668864834,1.64842529203452
2,1,2,1,0.508,2.39802114439954,2.61447725559992
1,3,1,1,0.833,5.51184800767805,12.6947050734161
3,2,2,2,1,3.01426888206333,2.18125797947869
2,1,1,2,1,2.83096181118162,2.01480203239771
4,3,1,4,0.832,5.52854122853023,2.09817514535098
4,2,2,2,1,4.69609739072621,2.01532715992653
1,4,1,1,0.503,7.69326571343117,1.78195318998769
1,2,2,2,0.838,1.99835204769624,1.84832967506372
2,4,1,2,0.83,2.29822284443071,1.73202778362611
1,4,1,1,0.831,3.5303120752651,1.89825325807033
3,4,2,4,0.659,3.21410762415326,2.26466573626385
1,3,1,1,0.643,5.42850224510767,1.6820057392033
3,2,2,2,1,2.06525037824758,2.06507679443166
2,3,1,2,0.994,1.79877732806199,1.73169009744015
2,1,1,2,0.995,4.14639169919246,2.06493457239412
4,1,2,1,0.664,8.3759719873633,2.114766258077
4,3,1,4,0.821,2.78111407994584,2.68111448109266
3,1,2,1,0.667,4.08023511126521,2.33115308161359
2,4,1,2,0.839,2.64765802236798,1.88161072660296
2,3,1,2,0.831,1.54882865562104,1.84818708835519
4,1,1,4,0.66,5.77864670987765,2.38118314881285
3,4,2,4,0.668,7.3267204946751,2.29795590459253
3,1,2,1,0.662,4.59591326789814,2.29785379648092
1,2,2,2,0.65,3.34757717460161,1.6653708658414
4,2,2,2,0.824,1.59878688245954,1.6654817261151
4,1,2,1,0.685,9.54200527972716,7.07708981612814
1,2,1,1,0.581,4.84608439018484,5.69499134087528
3,2,2,2,0.779,5.79519989671826,2.63078428892186
3,1,2,1,0.863,3.86321485265216,1.93157588220492
2,4,1,2,0.995,2.23170413730259,2.43136564886663
4,3,2,3,0.61,8.00977393623907,1.91500336774334
3,4,1,3,0.587,8.64231594371086,1.84841610230797
1,4,1,1,0.591,2.0316611789749,1.59871504208422
3,1,2,1,0.695,2.48139681006433,2.3311352126766
2,3,1,2,0.858,2.21455617059837,1.9983425662067
1,2,1,1,0.531,3.21358176728245,1.53193012448901
2,4,1,2,0.85,1.83195408343454,1.74849308455305
4,2,2,2,0.88,1.68175119820808,1.59936671078322
1,3,1,1,0.655,2.13156851583335,1.68165638353094
3,4,1,3,0.612,3.06396965055319,1.63202198535146
4,1,2,1,0.717,1.86516220058547,4.94579298087046
3,2,2,2,0.868,1.91633697287762,1.6321853583504
2,1,1,2,0.669,2.18168318690732,2.51450391311664
1,3,1,1,0.727,2.06519057207333,1.94824467004219
1,4,1,1,0.724,1.48228697416198,1.76514582682285
2,1,1,2,0.701,2.01513461317518,1.51532478956506
4,2,2,2,0.891,2.0317552643246,1.33290423605649
4,3,2,3,0.455,2.29812657105504,1.86481503293908
2,3,1,2,0.777,1.64932639629114,1.51534995192196
1,3,1,1,0.998,9.50857434803038,11.3717870126566
3,2,2,2,0.506,12.8262531676301,2.88102688689833
1,2,2,2,0.333,8.40948460556683,2.06588053129963
3,4,2,4,0.688,2.51449698435317,1.63210330717266
1,4,2,4,0.507,6.028132978332,2.28142241002934
2,4,1,2,0.979,6.72808166900359,2.54779408144532
1,2,2,2,0.667,9.39160693036683,2.23146454787639
2,4,1,2,0.931,11.3864380708692,1.73217985180963
1,4,1,1,0.482,2.68228252517292,18.1619489670848
3,4,2,4,0.818,3.38037904725934,2.09823094015883
2,3,1,2,0.978,5.89487967832247,2.28125940170139
3,1,2,1,0.754,2.49800943843729,1.83137899584835
3,2,2,2,0.943,8.00979909859598,1.66526547567628
3,1,2,1,0.66,4.66276783784269,3.06392224320734
4,3,1,4,0.795,5.91154080805427,1.83195007203904
4,2,2,2,0.774,2.34776972136751,3.91317198547767
4,1,1,4,0.654,14.0241514905501,3.49739861300623
2,1,1,2,0.683,8.39255653599685,3.697117013362
4,2,2,2,0.826,2.16489661004744,1.83177612355212
1,3,1,1,0.607,3.04729940401739,2.39766996537219
4,1,1,4,0.315,2.93086623068666,2.81462596879283
2,1,1,2,0.429,1.96508157163044,3.48047200213477
2,3,1,2,0.851,3.16395283918246,2.94736799880047
4,3,1,4,0.409,8.87691995197383,5.36192117907922
4,2,2,2,0.995,6.79876654926306,16.7245265794606
3,2,2,2,0.987,5.7243971446801,7.99924135253082
3,4,2,4,0.833,18.7556516528023,3.46630390716291
1,3,1,1,0.702,3.65880136550845,10.3913534715605
2,1,1,2,0.851,4.03287386837223,2.14965796716683
1,4,2,4,0.709,16.4164264710662,2.07461287881756
4,3,1,4,0.724,4.00850677308836,2.84960334226844
4,1,1,4,0.667,8.32455343575225,2.06629769201254
1,3,1,1,0.693,2.89127022275898,1.88301034508913
2,3,1,2,0.948,2.80797523519209,2.54138748382775
4,2,2,2,0.932,3.16565200062246,2.28327685529371
2,1,1,2,0.871,6.30733005697994,1.82490724315903
1,4,2,4,0.827,4.13300022408748,2.59966421082709
3,4,2,4,0.667,3.96615936215449,1.75821497463471
1,2,2,2,0.867,5.63299281152308,1.92484429338015
2,3,1,2,0.872,7.47420342015721,6.62467648432334
2,4,1,2,0.896,2.89138483241049,1.91634778384264
3,1,2,1,0.738,3.94999198872824,2.72470533630508
4,1,1,4,0.676,2.58304695175389,4.37463500247168
2,4,1,2,0.925,3.94149234310589,2.27476010375312
3,1,2,1,0.69,4.73304162040949,2.96629592440104
1,2,2,2,0.98,2.12459922259313,2.58304923254286
3,2,2,2,0.959,2.44084859038685,2.14970529354036
4,3,1,4,0.713,4.42432683935681,1.66622932535984
4,3,2,3,0.681,13.6162925887465,6.06610525043379
3,1,2,1,0.998,5.37455431955823,3.19107367575998
2,1,2,1,0.67,7.59133933066823,3.06633732072351
2,4,1,2,1,4.95822250123911,2.49965474555302
1,4,1,1,1,2.79978834277335,2.07464452476597
3,2,2,2,1,5.01599716954115,2.72471845084237
3,4,1,3,0.662,4.68310345830378,1.56622983853777
1,3,1,1,0.999,2.66587722854456,2.49117676742662
2,4,1,2,1,2.84140276511425,2.00796223469479
1,2,1,1,0.674,2.90800636796303,1.8662933014939
3,2,2,2,0.996,5.84150454532755,2.55820773312917
4,1,2,1,0.998,2.27424863680062,1.83280675615333
4,2,2,2,1,1.91645270014033,2.5827946394611
3,1,2,1,1,1.82476954051799,1.73293128723708
3,4,1,3,0.665,3.00760015942706,2.00770193964036
2,3,1,2,1,2.39956630795587,2.14153322625043
1,4,1,1,0.992,2.13319323586438,2.15799909794805
2,1,2,1,0.676,3.04971578517052,1.69963347719386
4,2,2,2,1,2.62405696498809,1.54962113242254
1,3,1,1,1,1.89900323814982,1.86634205336031
2,3,1,2,0.994,2.25792845050546,3.91631471240089
1,2,1,1,0.675,2.75789423866991,1.62468019060543
4,3,2,3,0.646,2.77468768869949,1.74132886754796
4,1,2,1,1,7.1413242489507,1.61634105551548
1,4,1,1,1,5.24090335064102,6.04479884880129
1,2,2,2,1,29.6357500261511,2.73032038978999
4,3,2,3,0.669,13.0943325975677,3.14723482064437
3,1,2,1,0.833,3.83032327069668,2.49807653808966
2,4,1,2,1,3.89649444550741,2.88086716056569
3,2,2,2,0.836,3.7804277674295,4.41292163816979
3,1,2,1,0.832,4.31296652933815,4.4795143736992
1,2,2,2,0.994,3.23084679368185,2.46447311656084
3,2,2,2,0.998,2.59741826885147,2.04834747104906
4,2,2,2,0.992,2.16493854735745,2.09827287745429
4,1,2,1,0.666,11.4359214949072,2.56474950141273
3,4,1,3,0.841,4.4626946116914,2.54792098724283
2,4,1,2,0.998,3.69615391490515,1.93171810422791
4,3,2,3,0.832,5.26257069618441,2.03157183434814
4,1,2,1,0.665,4.57945854245918,3.73084296460729
1,3,1,1,0.827,8.22533769527217,1.68229054799303
2,3,1,2,1,2.28199458029121,1.91505770385265
2,1,1,2,1,3.11383853276493,2.43113007082138
2,3,1,2,0.991,2.46430719085038,1.79849361331435
1,3,1,1,0.839,2.4314710390172,2.63111796369776
1,4,1,1,0.833,3.44595690089045,4.66278680076357
2,1,1,2,0.996,2.46426525362767,1.81521637260448
3,4,1,3,0.83,3.31399490410695,2.08215802622726
4,2,2,2,1,1.98209059837973,1.63186554104323
1,2,2,2,0.771,9.84222907887306,32.8293408445898
1,4,1,1,0.997,9.75892014813144,13.1870146900765
4,3,2,3,0.836,4.64723317959579,2.71471717325039
4,2,2,2,0.834,4.26383173163049,5.0792935283971
3,2,2,2,0.759,3.66455290676095,3.53060964751057
3,1,2,1,0.836,4.59667652618373,8.47636579652317
1,3,1,1,0.833,3.73075580800651,2.98121356248157
4,3,2,3,0.547,8.41007756209001,2.61460124404402
4,1,2,1,0.947,2.66486068983795,10.158037496265
2,3,1,2,0.833,2.93121595104458,2.5978431115509
2,1,2,1,0.669,33.2944101997418,6.11198709352175
4,2,2,2,0.906,2.48206415964523,3.69708018150413
1,3,1,1,0.752,2.59807832498336,5.21200200857129
1,4,1,1,0.833,2.86441608186578,1.88207604794297
3,4,1,3,0.667,4.16361661168048,3.29752303904388
1,2,1,1,0.663,8.34367737331195,3.16447760205483
2,3,1,2,0.834,2.61459978536004,2.58108023839304
2,4,1,2,0.835,1.86481175094377,2.79891043331008
3,1,2,1,0.836,2.19844897743315,3.08066943549784
3,4,1,3,0.667,4.26266077015316,2.88081683585187
3,2,2,2,0.84,2.89745900267735,4.31317548628431
2,1,2,1,0.663,6.6279380247579,2.71417527075391
2,4,1,2,0.873,1.89825362275587,2.98085436061956
4,1,2,1,0.836,2.38083488715347,3.5138992870925
1,3,1,1,0.991,10.8405577875674,13.4305681114201
2,3,1,2,0.985,17.5470078488579,4.22959378105588
1,2,1,1,0.835,10.2409912365838,8.99255339981755
2,4,1,2,0.989,4.81168744264869,3.26551870384719
1,4,1,1,0.988,3.71320670220302,2.5310618407093
4,3,1,4,0.503,6.07788151880959,6.06139214959694
2,4,1,2,0.99,3.84668208746007,2.68208888440859
3,2,2,2,0.988,2.88059912674362,2.28166236414108
4,1,2,1,0.988,15.8573666093871,18.2130781553569
3,1,2,1,0.989,4.04647925688187,3.09731160226511
1,2,1,1,0.977,4.41218354227021,2.04842113476479
3,4,1,3,0.506,6.11108854197664,3.91326716484036
4,3,2,3,0.497,2.79767456022091,2.28153582295636
3,2,2,2,0.986,2.616178814671,2.74767804285511
2,1,2,1,0.98,3.54716465773527,2.9807055745041
4,1,2,1,0.991,2.79779964266345,2.43139591667568
4,2,2,2,0.981,2.31488324486418,2.81454027089057
3,1,2,1,0.981,2.16481929959264,3.16415340866661
2,1,2,1,0.844,3.16415267932462,4.74614569154801
1,4,1,1,0.965,2.21478190249763,3.48037864611251
3,4,1,3,0.507,3.1304041184485,4.34649592242204
4,2,2,2,0.982,2.23105830338318,2.91419416083954
1,3,1,1,0.985,2.06463991745841,1.7650980547769
2,3,1,2,0.985,2.44875429902459,2.33141528069973
3,2,2,2,0.602,8.84263933473267,10.108094220981
2,1,1,2,0.621,20.775505790778,4.07990763592534
2,4,1,2,0.652,6.16133960033767,2.11490592738846
1,4,1,1,0.748,9.7418983579264,2.1323131758254
3,1,2,1,0.794,8.14219578431221,1.46642702858662
4,3,2,3,0.639,6.92676367179956,1.81533015024615
2,3,1,2,0.843,4.91241055051796,2.5149440720561
2,1,1,2,0.654,14.3050247047213,1.53191699628951
1,3,1,1,0.971,4.47944216866745,2.33146524074255
4,2,2,2,0.916,3.99586863204604,1.69868911395315
4,3,2,3,0.657,4.86164530483074,1.69856731349137
1,4,1,1,0.675,5.6132924365811,1.54865033109672
3,4,1,3,0.396,8.57622900808929,1.49896196142072
2,4,1,2,0.938,8.05976316018496,2.21487598784734
3,2,2,2,0.668,3.28074010886485,2.09823239885736
1,2,2,2,0.496,10.1236456541228,1.91544097400038
3,1,2,1,0.849,2.73091954569099,1.64870390138822
4,1,2,1,0.916,4.11317884130403,2.24786347849295
2,3,1,2,0.492,5.57853555789916,2.61437952355482
1,3,1,1,0.999,2.2967422765214,2.09849605662748
4,1,2,1,0.785,3.24691606091801,1.48215204558801
4,2,2,2,0.833,2.73135204659775,2.69788902380969
1,2,1,1,0.497,3.11393371212762,1.68221834296128
3,4,1,3,0.564,8.0928768273443,1.70033487817273
2,3,1,2,0.994,4.19656872918131,20.030985806603
1,4,1,1,1,3.13063568511279,2.66430310648866
4,2,2,2,0.997,5.34548067586729,3.38021895632846
1,3,1,1,0.999,1.91478018852649,2.86449083959451
3,4,2,4,0.995,3.76335018238751,7.04473794862861
1,2,2,2,0.996,4.39570183114847,6.72772356116911
2,4,1,2,0.996,3.24700649955776,2.04820926039247
3,2,2,2,0.994,2.36466642911546,2.38142674963456
1,3,1,1,0.991,2.44832872692496,2.23151596664684
1,4,1,1,0.985,1.74857185367728,2.36464783089468
2,1,1,2,1,1.84827497432707,1.96584154787706
4,3,1,4,0.994,3.7803595737787,1.88220915320562
2,3,1,2,0.983,2.71431530476548,3.21442415931961
3,4,2,4,0.5,2.91415112954564,14.2079938997631
4,1,2,1,0.661,2.86450688517652,3.04784276511054
4,2,2,2,0.487,1.98191190912621,2.83120541198878
2,1,2,1,0.472,6.41120585694443,1.73169410886476
3,1,2,1,0.636,6.62809920974541,4.86256938340375
4,1,2,1,0.496,6.19469540962018,2.19802231137874
4,3,2,3,0.673,4.27915743284393,2.78258370771073
1,2,1,1,0.705,2.6473429457983,2.68099815072492
3,2,2,2,0.665,2.99714935978409,1.56516194529831
3,1,2,1,0.662,2.96428184612887,2.19791218044702
2,4,1,2,0.653,2.13103682419751,1.53238705836702
3,1,2,1,0.832,6.32089377135253,6.62470281700507
2,3,1,2,1,3.20839145846412,2.1660427213651
4,2,2,2,0.996,5.49683066577836,2.3579803844259
2,1,2,1,0.888,1.62506917282553,2.09970352263235
1,4,1,1,0.922,2.11632495789763,8.06652594041543
4,3,2,3,0.922,22.0999575483411,1.81642665371146
2,4,1,2,0.996,2.14956754332616,2.04965019433939
3,4,1,3,0.859,9.73303608619062,2.61632738126309
2,1,1,2,0.004,1.90778610180041,3.23307785360521
4,1,2,1,1,24.4249419603998,1.73284278716665
3,1,2,1,0.903,4.11559082074837,1.74974248179433
3,2,1,3,0.931,3.40027922870831,1.93307634256553
1,2,1,1,1,2.70800699867914,1.74988360718817
1,4,1,1,1,3.49073062754587,1.7664297755764
4,3,2,3,0.995,6.56563086329697,2.48309987771972
4,2,2,2,1,4.49960214042994,1.55800724101573
1,3,1,1,0.945,3.49980171169409,1.65789237349827
3,2,1,3,1,2.53248207636216,1.52487527508765
3,4,1,3,0.855,12.2076085689059,1.52467370811064
1,3,1,1,0.997,6.29142051689541,1.50787950115136
1,2,1,1,0.888,2.16634749519471,1.67466291700748
2,4,1,2,0.993,18.0745546923627,1.53306339894425
2,3,2,3,0.839,4.87477188291814,1.70798305012704
4,1,2,1,0.896,2.99970948126065,1.8247413627696
2,3,1,2,1,3.89972427804423,3.11629787322636
4,1,2,1,0.999,4.13298260109241,2.95771940223312
2,4,1,2,1,1.79132600564662,2.21623346872821
2,1,1,2,1,2.05805984229846,1.94127358967944
3,4,1,3,1,2.67472877552427,1.71637473667306
3,1,2,1,0.997,3.01631580612957,2.10802022740336
1,2,2,2,0.995,1.96642070933922,1.7327863370092
4,3,2,3,0.836,2.59960844117995,1.51622072467762
1,4,1,1,0.999,1.63232444357436,1.93284598030732
1,3,1,1,0.835,3.29058773452198,1.68317919304172
4,2,2,2,1,1.42470475569826,1.55781793341703
2,3,1,2,0.998,1.84976417804137,3.64968600312568
2,4,1,2,1,1.32476801978828,1.64132710328886
1,2,2,2,0.998,1.9998201007611,1.81649450794066
3,1,2,1,0.834,3.69968060044721,1.7163921278825
3,2,2,2,1,1.39962092863971,1.80809797466463
4,3,2,3,0.992,2.11637199969482,3.58307937890004
4,1,2,1,0.997,2.25702612017176,1.97464161990229
1,3,1,1,0.827,3.18294241599233,1.60801865934354
3,2,2,2,0.998,1.72456343073281,2.06621403903955
4,2,2,2,1,1.2662522997025,1.56638780859066
1,4,1,1,0.998,2.10805329921186,1.54149100831728
2,1,1,2,0.847,1.4746563026456,1.60796677081453
3,4,1,3,0.998,1.94137166470045,2.0830202202751
4,1,2,1,0.614,5.92477702900578,9.18309152423717
4,2,2,2,0.838,2.99974369347728,2.70793002119171
3,2,2,2,0.638,5.62469027252519,1.84970487686587
1,2,1,1,0.541,7.23310379786926,2.39133529996616
3,1,2,1,0.667,2.76642635435383,3.38304140334003
3,4,1,3,0.484,5.05724473623741,2.68304034846369
4,1,2,1,0.669,4.49142085901622,1.74140439438816
2,4,1,2,0.82,1.92483718548647,1.78300901577495
2,3,1,2,0.831,4.01650910515491,1.8996732448195
3,1,2,1,0.797,2.81620313389612,1.81617120249393
1,2,2,2,0.385,7.16660750804112,1.88301275060803
4,3,2,3,0.506,3.34977315874858,1.79128381058035
2,3,1,2,0.687,3.61638212081016,1.52462353019291
3,4,1,3,0.632,4.87403289903705,1.71632370344923
1,4,1,1,0.718,3.65801297156213,1.7077575345993
2,1,1,2,0.493,4.45718725971165,1.32473437777662
2,4,1,2,0.761,2.39133758077878,1.83301672777816
1,3,1,1,0.669,3.06638139380084,2.06624711084987
1,4,1,1,0.794,3.19966962402759,2.00800993522716
3,2,2,2,0.843,2.70789295795657,2.15801625023232
4,2,2,2,0.911,1.76640753763604,1.92480582428834
4,3,2,3,0.668,3.09085909442001,1.3496095103128
1,3,1,1,0.722,1.90815872986059,1.69132683244243
2,1,1,2,0.565,4.48302660655645,1.49135984723034
1,4,1,1,0.745,4.66636388854931,11.1079951384454
4,3,2,3,0.833,6.66644343195367,1.96622341889088
2,1,1,2,0.666,4.54134589149726,2.23315882251882
2,4,1,2,0.934,1.9491007746492,2.35800547338476
1,3,1,1,0.665,2.31635067408024,4.74150218430805
3,2,1,3,0.556,4.91651449357778,6.92479613082651
4,1,2,1,0.826,3.64136872815106,2.191336668453
2,1,2,1,0.673,5.92464616727557,1.91653131458406
2,3,2,3,0.585,4.94150366683789,2.39132104487544
4,2,2,2,0.909,2.07456894745337,1.54988041404795
3,1,2,1,0.668,1.93292723432205,2.26634011105853
3,4,1,3,0.797,2.44125890693613,2.23303223731637
4,2,2,2,0.899,3.51633248458529,1.67462471336694
1,4,1,1,0.766,3.50808334894282,2.77465296695482
4,3,2,3,0.808,2.55796105452282,1.64998222390204
1,3,1,1,0.67,3.04135857852816,1.93280948727443
2,3,1,2,0.769,19.7500891655891,1.81631061727603
1,2,2,2,0.582,4.94922450883314,1.36653457900138
4,1,2,1,0.747,3.3574173083598,1.51613604944032
3,2,2,2,0.568,4.2163323990535,1.60790433351758
3,4,1,3,0.666,10.7081045034975,4.46637723131425
2,4,1,2,0.912,2.1489728209599,1.78302070494829
1,2,2,2,0.575,14.6831427000125,1.5582735261014
3,1,2,1,0.666,2.18297919412544,2.34967023699755
4,3,1,4,0.338,3.86633714600066,2.36626259187869
3,1,2,1,0.666,2.40778111251893,2.27456786406583
1,2,2,2,0.827,2.77421761649748,2.51653462176546
1,4,1,1,0.669,2.19964310955947,2.72471681550451
3,2,2,2,1,2.51548430671392,2.12470638077684
2,4,1,2,0.672,1.87468720768084,3.19965280302131
2,1,1,2,0.681,2.491162556782,2.35804082600771
1,3,1,1,0.488,4.62472334433551,2.24971639497926
4,1,2,1,0.441,3.97467013008281,1.6580985021028
3,2,2,2,0.634,2.0579095936464,1.908088309714
4,2,2,2,0.744,2.20744606087828,1.60797903019193
3,4,2,4,0.43,4.58300040569884,1.69136589138907
2,4,1,2,0.702,2.56647504974353,2.05799027745888
1,4,1,1,0.827,2.12457808496401,1.7247156750982
1,2,2,2,0.728,2.15799173147752,1.93289273700248
2,3,1,2,0.788,1.77463129921671,1.51635871395047
3,1,2,1,0.553,2.24964454932342,1.49126462322965
4,3,2,3,0.287,5.44131963362088,1.29151602599995
1,3,1,1,0.563,1.57463836974239,1.64971166228861
4,1,2,1,0.736,2.99916294109789,1.45799894455195
2,3,1,2,0.693,1.48294677804915,1.47475751378624
