condition,stimLeft,stimRight,action,chosen,rewLeft,rewRight,RT
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,4,2,1,4,38,98,1.73430062603438
1,3,1,2,1,66,54,2.74412048450904
1,3,1,2,1,46,50,2.21757081791293
2,2,4,1,2,68,36,1.43050127691822
2,4,2,2,2,26,62,1.6185024981387
1,1,3,1,1,48,60,1.93651053641224
1,1,3,2,3,82,62,1.82317391777178
2,4,2,2,2,30,56,1.59205277072033
1,1,3,1,1,60,48,1.07724851515377
2,2,4,2,4,78,24,2.0791192339384
2,2,4,1,2,64,40,1.24315983074484
1,1,3,1,1,58,44,1.35181611485314
1,3,1,2,1,66,50,2.42478865088196
2,2,4,1,2,44,42,1.22570427006576
1,1,3,1,1,34,58,0.98074907285627
2,2,4,1,2,66,76,1.74822665553074
2,4,2,1,4,50,44,1.41449014603859
1,1,3,2,3,54,56,0.876018538780045
2,2,4,2,4,36,54,0.859693616686855
1,1,3,2,3,72,54,1.11649752483936
1,3,1,1,3,38,80,1.12822595506441
2,4,2,1,4,44,94,0.980913928186055
2,4,2,2,2,42,88,0.483940226142295
1,1,3,2,3,36,36,1.64878811879316
1,3,1,2,1,82,52,1.84295620262856
2,4,2,2,2,72,44,1.43020588165382
2,2,4,2,4,82,46,0.754953530966304
1,3,1,1,3,36,58,1.75013381231111
1,1,3,2,3,62,30,1.60580686951289
2,2,4,2,4,34,36,2.01448745740345
2,2,4,1,2,80,64,1.37767823564354
1,1,3,1,1,68,56,1.78667544480413
1,1,3,1,1,70,88,1.0933456113562
2,4,2,1,4,44,68,1.13089052651776
2,4,2,2,2,68,90,0.599103696469683
1,3,1,1,3,40,72,1.31473781808745
2,4,2,1,4,52,44,2.40943552617682
1,3,1,2,1,52,42,1.08789123507449
1,3,1,2,1,68,74,0.839250849268865
2,2,4,1,2,64,36,1.47700533585157
2,4,2,2,2,28,38,0.584585461358074
1,1,3,1,1,68,52,1.10528771672398
2,4,2,2,2,36,68,0.970894191530533
1,3,1,1,3,54,74,2.12409466656391
1,1,3,1,1,72,64,0.872495375399012
2,2,4,2,4,72,34,1.69062634761212
1,1,3,1,1,50,62,1.570893271768
2,2,4,1,2,62,58,0.932108616339974
2,2,4,1,2,54,40,1.32794039457804
1,1,3,1,1,64,60,0.968857202387881
1,3,1,2,1,80,98,0.886270346469246
2,2,4,1,2,44,56,1.08832247683313
2,4,2,2,2,32,56,0.931698954373132
1,1,3,1,1,90,56,0.817445726017468
1,1,3,1,1,76,62,1.02431403734954
2,4,2,2,2,32,72,0.836635451414622
2,4,2,2,2,26,68,1.43321608321276
1,3,1,2,1,40,50,1.22652996174293
2,4,2,2,2,58,68,0.998401681659743
1,3,1,2,1,48,78,0.815316757478286
1,1,3,1,1,74,44,1.16592829639558
2,4,2,2,2,52,66,0.554410215932876
2,4,2,2,2,64,56,1.33515582187101
1,3,1,2,1,36,64,1.06218158779666
1,1,3,1,1,54,48,2.02774345257785
2,2,4,1,2,70,46,0.851563348434865
2,4,2,2,2,48,62,0.617811945325229
1,3,1,2,1,56,50,1.18417841737391
1,3,1,2,1,62,46,1.64350107416976
2,2,4,1,2,62,36,0.638602465507574
2,2,4,1,2,56,42,0.934745240141638
1,1,3,1,1,68,44,0.867164817464072
2,2,4,1,2,66,32,0.702285439590923
1,1,3,1,1,58,54,0.552669329568744
1,3,1,2,1,68,58,0.690930940792896
2,4,2,2,2,16,66,0.834680889965966
2,4,2,2,2,42,68,0.586436722951476
1,3,1,2,1,44,74,1.59194027283229
1,1,3,1,1,38,50,0.78411028184928
2,4,2,2,2,44,56,1.13419223192614
1,1,3,1,1,76,54,1.45054145774338
2,2,4,1,2,64,54,0.901004025479779
2,2,4,1,2,70,40,0.792139726574533
1,1,3,1,1,66,68,0.828930057119578
1,1,3,2,3,84,50,1.11311020789435
2,4,2,2,2,32,96,0.864267467462923
1,3,1,2,1,48,62,0.892491689126473
2,4,2,2,2,52,50,0.586137082485948
1,3,1,2,1,56,62,0.888288232206833
2,2,4,1,2,54,68,1.44064377062023
1,3,1,2,1,48,72,1.37343480304116
2,2,4,1,2,66,36,0.590838289295789
2,2,4,1,2,58,40,1.23956839035964
1,1,3,1,1,86,40,0.969840674020816
1,3,1,2,1,46,64,0.933381822949741
2,2,4,1,2,74,40,0.560273900395259
1,3,1,2,1,58,64,0.686406263674144
2,4,2,2,2,60,68,0.604261969972868
1,1,3,1,1,52,52,0.75636612175731
2,2,4,1,2,54,42,0.788820686575491
1,1,3,1,1,64,58,0.752472564519849
2,4,2,2,2,70,84,0.925261460186448
1,3,1,2,1,64,94,0.986498490674421
2,2,4,1,2,54,54,0.635721742582973
2,2,4,1,2,68,48,1.46344227105146
1,3,1,2,1,38,70,0.690909361059312
2,2,4,1,2,72,40,0.912887405604124
1,3,1,2,1,68,40,0.848523430526257
1,1,3,1,1,76,44,0.724377821490634
2,2,4,1,2,72,34,0.535756093391683
1,3,1,2,1,88,64,0.723764389869757
2,2,4,1,2,76,38,0.642943537735846
2,2,4,1,2,56,48,0.766286803700496
1,3,1,2,1,58,78,1.17498401855119
2,4,2,2,2,46,52,0.54668501066044
1,1,3,1,1,56,76,0.754190102219582
2,4,2,2,2,34,54,0.670240890409332
1,3,1,2,1,92,42,0.695327908208128
2,4,2,2,2,34,52,0.860039246908855
1,1,3,1,1,72,48,1.30183452839265
2,2,4,1,2,84,66,0.745962194341701
1,3,1,2,1,94,62,0.957904936512932
2,2,4,1,2,66,40,0.85528002231149
1,1,3,2,3,74,18,0.628243820334319
2,2,4,1,2,82,30,0.874768680718262
1,3,1,1,3,64,52,1.09490466158604
1,3,1,1,3,28,60,0.551608383015264
2,4,2,2,2,12,56,1.80293668882223
2,4,2,2,2,38,82,0.74173255864298
1,3,1,2,1,76,44,0.60671498888405
1,3,1,2,1,90,60,0.734315130510367
2,2,4,1,2,72,50,1.20787548541557
2,2,4,1,2,44,46,1.04670888988767
1,1,3,1,1,50,78,1.13506815850269
2,4,2,2,2,34,74,0.812452307844069
1,3,1,1,3,70,86,1.15218021161854
1,1,3,1,1,56,50,1.2495842356002
2,2,4,1,2,72,62,1.04146252851933
1,3,1,1,3,58,72,0.592804171319585
2,4,2,2,2,36,78,2.07706137251807
2,4,2,2,2,44,66,0.544568423996679
1,1,3,1,1,72,52,1.18598121282412
2,2,4,1,2,72,56,0.965936857566703
1,3,1,2,1,54,52,1.30305856146151
1,3,1,1,3,46,52,1.57380335731432
2,2,4,1,2,66,54,1.25669034902239
2,4,2,2,2,52,56,1.64631811913569
1,3,1,2,1,48,80,0.519017617916688
1,1,3,1,1,68,60,0.81115539878374
2,4,2,2,2,50,62,1.09067290334497
1,1,3,1,1,56,38,0.962479848589282
2,4,2,2,2,40,58,0.878731222474016
2,2,4,1,2,66,56,0.782157135428861
1,3,1,2,1,64,88,0.804823680839036
1,3,1,2,1,46,60,0.753579854499549
2,2,4,1,2,42,44,0.820935989089776
1,3,1,2,1,48,74,0.633050449599978
2,2,4,1,2,62,58,0.584652323334012
1,3,1,2,1,50,72,0.489246727898717
2,2,4,1,2,60,66,0.698465465800837
1,3,1,2,1,46,68,0.506681770144496
2,2,4,1,2,68,40,0.633174975519069
1,1,3,1,1,72,38,0.718641139334068
2,4,2,2,2,62,58,0.837508901662659
1,1,3,1,1,64,46,0.578786162484903
2,4,2,2,2,42,68,0.987266164564062
2,4,2,2,2,44,62,0.85456081450684
1,1,3,1,1,62,54,0.583430059079546
2,4,2,2,2,32,86,0.666201935033314
1,1,3,1,1,48,72,0.719723311951384
2,4,2,2,2,50,66,0.69250520307105
1,1,3,2,3,44,46,0.493434265372343
2,2,4,1,2,52,66,0.955828679201659
1,1,3,1,1,66,66,1.3620870258892
1,1,3,2,3,66,72,0.982681700843386
2,2,4,1,2,74,66,0.519891068106517
2,4,2,2,2,54,58,1.15314139594557
1,3,1,1,3,72,66,0.681034315028228
2,4,2,2,2,46,36,0.637963208951987
1,1,3,1,1,72,66,1.19767108251108
2,2,4,2,4,62,38,0.674792100093327
1,1,3,1,1,46,54,1.19273886602605
1,3,1,2,1,48,70,2.21917833416956
2,4,2,2,2,34,48,1.30078030336881
1,3,1,2,1,34,78,1.63703881634865
2,4,2,2,2,50,62,0.62921844777884
1,3,1,2,1,66,46,1.09850565367378
2,4,2,2,2,44,44,0.517363758233842
1,1,3,1,1,74,40,0.588105087110307
2,4,2,2,2,28,72,0.64369882986648
2,2,4,1,2,72,62,0.7718423572951
1,3,1,2,1,66,72,0.550986460992135
2,2,4,1,2,60,60,0.642498499189969
1,1,3,1,1,50,40,0.846869924513157
2,2,4,1,2,42,26,0.691513240977656
1,1,3,1,1,48,48,0.630456631537527
2,2,4,1,2,48,74,0.76033467752859
1,3,1,2,1,66,64,0.817836284521036
2,2,4,1,2,62,32,0.715302288415842
1,1,3,1,1,74,44,1.31165049539413
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,4,2,2,2,30,50,1.15164637751877
1,1,3,1,1,64,60,1.3310004772502
1,1,3,1,1,52,48,1.11517089942936
2,2,4,1,2,64,60,1.64711621700553
1,1,3,1,1,44,50,1.14970950438874
2,4,2,2,2,30,90,1.38113170705037
1,3,1,2,1,56,34,1.2594026789302
2,2,4,1,2,46,28,0.993901768175419
1,1,3,2,3,66,54,0.833757912449073
2,2,4,1,2,78,54,0.980169602902606
1,3,1,1,3,74,54,0.940663050976582
2,4,2,2,2,44,50,1.14726249955129
2,4,2,2,2,26,80,1.39985835173866
1,3,1,1,3,72,72,0.839859681902453
1,3,1,1,3,74,52,0.79360325972084
2,2,4,1,2,82,44,1.21766916505294
2,2,4,1,2,58,28,1.06639565771911
1,3,1,1,3,30,62,0.968498482892755
2,2,4,1,2,68,34,0.765918886230793
1,1,3,2,3,70,30,0.973552041396033
1,1,3,2,3,52,40,1.17236437555403
2,4,2,2,2,22,64,1.14911623753142
2,2,4,1,2,38,76,0.827573715243489
1,3,1,1,3,42,84,1.16021284024464
2,4,2,2,2,50,92,1.01341731287539
1,1,3,2,3,72,50,1.09633635584032
1,3,1,1,3,32,56,1.44660686358111
2,4,2,2,2,44,62,0.786475212778896
2,4,2,2,2,36,98,0.783316075394396
1,3,1,2,1,42,54,0.717222180741373
1,3,1,2,1,64,76,1.36307898798259
2,2,4,1,2,58,42,0.914156720798928
2,4,2,2,2,40,68,0.874124117661268
1,3,1,2,1,52,60,1.01411104953149
2,2,4,1,2,56,56,0.911057723744307
1,3,1,2,1,24,68,0.821224662824534
1,1,3,1,1,64,60,0.667664053151384
2,2,4,1,2,76,48,1.19972080725711
1,1,3,1,1,66,76,1.04622847464634
2,4,2,2,2,36,50,0.733550640463363
2,2,4,1,2,68,38,1.07703484001104
1,3,1,2,1,64,64,0.832900027977303
1,3,1,1,3,56,76,0.781123075110372
2,2,4,1,2,66,48,0.679893770895433
2,4,2,2,2,62,52,0.969780533690937
1,1,3,2,3,46,42,1.29195169953164
2,4,2,2,2,34,60,0.852271589625161
1,3,1,2,1,66,60,1.84291516564554
2,2,4,1,2,54,44,0.813900275272317
1,3,1,1,3,62,74,1.00345948536415
2,2,4,1,2,62,52,0.660282355442178
1,1,3,1,1,66,88,1.50608602690045
2,4,2,2,2,48,64,0.862974449875765
1,3,1,1,3,46,66,1.2879021310946
2,2,4,1,2,56,64,0.878029349201825
1,3,1,2,1,64,66,0.656533488829155
1,1,3,1,1,54,80,0.817279101815075
2,4,2,2,2,50,68,1.21759062889032
2,4,2,2,2,32,50,1.05904509144602
1,1,3,2,3,40,30,0.579116226930637
2,4,2,2,2,22,66,1.0956588924164
1,3,1,2,1,54,98,0.883006494084839
2,4,2,2,2,54,50,0.65466701524565
1,1,3,1,1,64,46,1.41706238430925
2,2,4,1,2,52,52,0.932057673868258
1,1,3,1,1,66,60,0.855996400059666
2,4,2,2,2,20,42,0.560037584160455
1,1,3,2,3,76,74,0.766130792559125
1,1,3,1,1,56,68,0.667073616408743
2,2,4,2,4,62,42,0.676450558821671
1,1,3,2,3,52,76,1.07966580364155
2,4,2,2,2,42,60,0.796191063767765
1,1,3,1,1,70,82,1.32483219960704
2,2,4,1,2,46,26,1.69569193426287
1,1,3,1,1,66,78,1.01561526593287
2,2,4,1,2,58,46,1.01717466989066
2,2,4,1,2,84,42,0.895519932790194
1,3,1,1,3,46,76,0.929585551610216
1,1,3,1,1,62,50,1.10601966024842
2,2,4,1,2,66,44,0.772087871446274
2,4,2,2,2,30,84,0.800821517186705
1,3,1,2,1,82,76,0.697222329326905
1,1,3,1,1,62,20,0.759795890713576
2,2,4,1,2,64,28,0.716835513652768
2,2,4,1,2,68,62,0.712855991092511
1,3,1,2,1,68,52,0.70611071982421
1,3,1,2,1,66,68,1.17860765178921
2,2,4,1,2,36,60,0.822601523133926
2,2,4,1,2,62,62,0.732732377946377
1,3,1,1,3,68,56,1.04780415189452
1,3,1,2,1,60,72,0.899939541239291
2,4,2,2,2,62,76,0.974162289116066
1,1,3,1,1,72,44,0.721998032357078
2,2,4,1,2,68,56,0.697306172049139
1,1,3,2,3,66,72,0.535063771763816
2,4,2,2,2,50,46,0.751713027188089
2,4,2,2,2,54,78,1.15669321449241
1,1,3,1,1,64,52,0.619797638326418
2,4,2,2,2,32,82,0.819098878186196
1,3,1,2,1,44,32,0.8100134395645
1,1,3,2,3,52,58,0.811077216349076
2,4,2,2,2,56,76,0.823238303302787
2,4,2,2,2,72,62,0.912887051817961
1,1,3,1,1,66,62,1.01231532928068
1,3,1,2,1,64,40,1.02215499867452
2,4,2,2,2,72,88,0.819775987765752
1,1,3,1,1,62,70,1.42222101154039
2,2,4,1,2,74,12,0.726864094496705
2,2,4,1,2,62,62,0.971145719755441
1,1,3,2,3,72,60,0.868446514534298
1,1,3,2,3,52,68,1.00496087159263
2,4,2,2,2,26,68,0.918153224163689
1,1,3,1,1,42,94,0.775833554158453
2,4,2,2,2,36,56,0.981904828979168
2,2,4,1,2,58,26,0.905651106033474
1,1,3,2,3,64,24,1.22462457383517
2,2,4,1,2,52,88,0.884540426835883
1,1,3,1,1,50,64,0.76487067528069
1,3,1,1,3,62,88,0.845976309676189
2,2,4,1,2,60,54,0.926840321335476
1,1,3,1,1,64,76,0.704334456764627
2,2,4,1,2,58,70,0.751856656512246
2,2,4,1,2,50,44,0.826126101543196
1,1,3,2,3,72,34,0.745915497129317
2,2,4,1,2,54,30,0.806572350091301
1,3,1,1,3,50,68,1.10268540825928
2,4,2,2,2,44,66,0.869481989939231
1,1,3,2,3,88,68,0.871067926404066
1,3,1,1,3,76,64,1.01903619070072
2,2,4,1,2,32,26,0.852932779700495
1,3,1,2,1,72,78,1.28468992875423
2,4,2,1,4,52,74,0.763449594029225
2,4,2,2,2,36,72,0.878789594047703
1,3,1,2,1,22,46,1.65166212012991
2,2,4,1,2,78,46,0.846012040099595
1,3,1,2,1,66,68,0.902246808225755
1,1,3,1,1,54,70,1.56711398117477
2,2,4,1,2,72,42,0.861637565190904
2,2,4,1,2,66,70,1.45320143020945
1,3,1,2,1,64,46,0.978077072359156
1,3,1,2,1,64,84,0.989371784438845
2,2,4,1,2,68,56,0.820175036729779
2,4,2,2,2,46,58,1.10129439726006
1,1,3,2,3,50,44,0.905708062404301
2,2,4,1,2,54,32,0.922008574591018
1,1,3,1,1,50,44,1.00398129137466
2,4,2,2,2,30,72,0.678018806909677
1,3,1,2,1,44,76,0.873858792590909
1,3,1,2,1,50,64,0.759903435769957
2,4,2,2,2,32,56,0.700873910100199
1,1,3,1,1,80,70,0.686823000898585
2,4,2,2,2,68,50,0.669430764450226
1,1,3,2,3,80,56,0.779676168982405
2,4,2,2,2,34,80,0.895726886403281
1,3,1,1,3,64,74,0.716668181936257
2,4,2,2,2,52,46,0.614056003396399
2,4,2,2,2,56,74,0.661077623139136
1,3,1,1,3,30,74,0.726706668268889
2,2,4,2,4,44,54,0.729845994734205
1,1,3,1,1,76,46,0.667506980709732
1,1,3,1,1,86,52,1.09941589570371
2,2,4,1,2,42,52,1.31243515014648
2,4,2,2,2,78,62,0.650002600159496
1,3,1,1,3,40,46,0.840214863826986
1,1,3,1,1,96,72,1.03976692428114
2,4,2,2,2,32,48,0.802942702837754
1,1,3,2,3,58,46,0.659451357263606
2,2,4,1,2,56,42,0.736498579150066
2,2,4,1,2,68,48,0.743277458241209
1,3,1,1,3,48,68,0.721828931826167
1,1,3,1,1,60,34,1.0696605714038
2,2,4,1,2,66,46,0.858663094113581
2,4,2,2,2,26,52,0.639733457996044
1,3,1,2,1,46,46,0.818484031478874
2,2,4,1,2,62,54,0.906632455065846
1,3,1,2,1,38,80,0.683327785111032
1,3,1,1,3,62,80,0.810115324449725
2,2,4,1,2,76,22,0.620285128941759
1,3,1,1,3,40,48,1.43896585475886
2,2,4,1,2,40,38,0.669402109342627
1,3,1,2,1,40,58,0.703518316789996
2,2,4,1,2,60,42,0.62057946290588
2,2,4,1,2,72,76,0.632773450226523
1,3,1,2,1,74,58,0.591595704026986
2,4,2,2,2,70,74,0.746666897786781
1,3,1,1,3,48,54,0.48676116252318
2,2,4,1,2,70,50,0.762579681526404
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,1,1,3,64,78,1.63838104088791
2,2,4,1,2,54,54,1.91554645169526
1,1,3,2,3,58,42,1.41553004155867
2,4,2,1,4,68,68,3.23044641106389
1,1,3,2,3,78,74,1.98126564896666
2,4,2,2,2,28,66,1.48227397003211
2,2,4,1,2,70,44,0.865725542651489
1,1,3,2,3,52,34,1.31555418274365
1,1,3,1,1,64,50,1.01841343869455
2,4,2,2,2,44,82,0.699332502437755
2,2,4,1,2,84,34,1.21612059301697
1,3,1,1,3,60,88,1.31568510038778
1,3,1,1,3,38,44,0.999272112501785
2,4,2,2,2,46,70,0.79937655501999
1,1,3,2,3,88,66,0.94920395500958
2,4,2,2,2,48,58,0.649250487331301
2,2,4,1,2,48,44,0.699159282725304
1,1,3,1,1,88,62,1.09892450622283
2,2,4,1,2,74,52,0.982489492045715
1,1,3,1,1,72,54,1.36532075540163
1,3,1,2,1,36,70,1.21567350369878
2,4,2,2,2,60,66,0.749273024033755
2,4,2,2,2,32,40,0.666147979907691
1,3,1,2,1,66,70,1.21534201595932
1,3,1,2,1,54,38,0.815306934295222
2,2,4,1,2,84,34,0.71605969266966
1,3,1,2,1,62,56,0.865781337721273
2,4,2,2,2,60,54,0.882351353764534
1,1,3,1,1,56,78,0.882570886984468
2,4,2,2,2,36,56,0.632526943692937
2,2,4,1,2,82,36,0.7989028445445
1,1,3,1,1,68,50,0.665991899790242
1,1,3,1,1,86,50,0.566168109886348
2,2,4,1,2,72,10,0.63258492690511
1,1,3,1,1,48,48,0.932354234624654
2,4,2,2,2,42,84,0.882512539159507
1,1,3,1,1,72,82,0.565931437071413
2,4,2,2,2,78,68,1.03220829251222
1,3,1,2,1,72,60,0.698895988753065
2,4,2,2,2,52,86,0.566040474222973
2,4,2,2,2,72,48,0.666001746198162
1,3,1,2,1,58,56,0.982169673545286
2,2,4,1,2,62,54,0.765910140005872
1,1,3,1,1,82,58,0.699370428454131
1,1,3,1,1,58,32,0.882485553389415
2,4,2,2,2,50,78,0.815893328748643
1,1,3,1,1,64,36,1.0821644954849
2,4,2,2,2,60,50,0.882411889499053
2,2,4,1,2,68,56,0.716036718338728
1,1,3,1,1,60,52,0.632584562059492
2,4,2,2,2,66,66,0.582811790052801
1,3,1,2,1,72,76,0.649440846871585
1,1,3,1,1,38,66,0.94911606865935
2,2,4,1,2,94,62,0.682719454867765
2,4,2,2,2,54,78,0.715802233433351
1,1,3,1,1,84,42,0.766078983899206
2,2,4,1,2,52,46,0.765983439516276
1,1,3,1,1,58,56,0.632699069567025
1,3,1,2,1,32,32,0.799307631561533
2,2,4,1,2,50,62,0.59943869500421
1,1,3,1,1,56,72,0.71579457516782
2,2,4,1,2,74,40,0.566024064086378
1,1,3,1,1,58,52,0.766492158407345
2,2,4,1,2,86,52,0.482544192811474
1,1,3,1,1,76,38,0.798909773351625
2,4,2,2,2,44,60,0.815481248311698
1,1,3,1,1,70,42,0.482870575273409
2,4,2,2,2,40,74,0.616134523414075
1,3,1,2,1,32,72,0.749247861560434
2,4,2,2,2,46,52,0.782536315964535
1,3,1,2,1,74,80,0.582644769689068
2,2,4,1,2,72,38,0.482596341287717
2,4,2,2,2,32,88,0.849053418030962
1,1,3,1,1,58,72,0.799221933586523
2,2,4,1,2,58,24,0.832543208263814
1,1,3,1,1,64,54,0.865693451371044
1,3,1,2,1,44,48,1.09900911012664
2,2,4,1,2,64,42,0.58268342516385
2,2,4,1,2,64,54,0.582663732813671
1,1,3,1,1,54,92,0.516257126582786
1,1,3,1,1,58,36,0.849247788777575
