participant,session,observee,sure_gain,risk_gain,risk_prob,chosen
68,4,.,5,30,0.4,1
68,4,.,8,18,0.5,0
68,4,.,15,26,0.6,0
68,4,.,5,28,0.5,1
68,4,.,16,30,0.6,1
68,4,.,6,27,0.4,1
68,4,.,11,28,0.4,1
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,5,averse,0,0,0,0
68,6,averse,8,21,0.6,1
68,6,averse,14,29,0.4,1
68,6,averse,16,28,0.5,0
68,6,averse,15,26,0.6,0
68,6,averse,15,30,0.5,0
68,6,averse,13,28,0.5,0
68,6,averse,14,24,0.6,0
68,6,averse,7,18,0.5,1
68,6,averse,17,30,0.5,0
68,6,averse,12,26,0.4,1
68,6,averse,6,27,0.4,1
68,6,averse,6,16,0.5,1
68,6,averse,8,18,0.5,1
68,6,averse,5,14,0.6,1
68,6,averse,15,30,0.4,0
68,6,averse,11,30,0.5,1
68,6,averse,11,28,0.4,1
68,6,averse,16,30,0.6,1
68,6,averse,10,23,0.4,0
68,6,averse,7,16,0.6,1
68,6,averse,13,30,0.4,0
68,6,averse,17,21,0.4,0
68,6,averse,10,23,0.5,0
68,6,averse,6,21,0.6,1
68,6,averse,16,30,0.4,0
68,6,averse,12,22,0.5,0
68,6,averse,12,30,0.6,1
68,6,averse,7,14,0.4,1
68,6,averse,9,15,0.6,1
68,6,averse,13,20,0.6,0
68,6,averse,14,30,0.5,0
68,6,averse,17,27,0.6,0
68,6,averse,11,23,0.6,1
68,6,averse,10,29,0.6,1
68,6,averse,5,30,0.4,1
68,6,averse,8,27,0.4,1
68,6,averse,5,28,0.5,1
68,6,averse,9,30,0.4,1
68,6,averse,9,29,0.5,1
69,1,.,13,30,0.4,0
69,1,.,11,23,0.6,0
69,1,.,14,29,0.4,1
69,1,.,6,16,0.5,0
69,1,.,14,24,0.6,0
69,1,.,8,21,0.6,1
69,1,.,6,27,0.4,1
69,1,.,5,28,0.5,1
69,1,.,8,18,0.5,0
69,1,.,13,20,0.6,0
69,1,.,10,23,0.4,0
69,1,.,10,23,0.5,0
69,1,.,15,26,0.6,0
69,1,.,9,30,0.4,1
69,1,.,7,14,0.4,0
69,1,.,11,28,0.4,0
69,1,.,13,28,0.5,0
69,1,.,16,30,0.6,0
69,1,.,7,18,0.5,1
69,1,.,7,16,0.6,0
69,1,.,12,26,0.4,0
69,1,.,15,30,0.5,0
69,1,.,8,27,0.4,0
69,1,.,15,30,0.4,0
69,1,.,14,30,0.5,1
69,1,.,5,30,0.4,1
69,1,.,16,30,0.4,0
69,1,.,11,30,0.5,1
69,1,.,17,27,0.6,0
69,1,.,17,30,0.5,0
69,1,.,5,14,0.6,1
69,1,.,9,15,0.6,0
69,1,.,10,29,0.6,1
69,1,.,17,21,0.4,0
69,1,.,12,30,0.6,0
69,1,.,16,28,0.5,0
69,1,.,12,22,0.5,0
69,1,.,9,29,0.5,1
69,1,.,6,21,0.6,1
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,2,averse,0,0,0,0
69,3,averse,8,27,0.4,0
69,3,averse,11,30,0.5,0
69,3,averse,8,21,0.6,1
69,3,averse,17,21,0.4,0
69,3,averse,9,30,0.4,0
69,3,averse,16,30,0.4,0
69,3,averse,12,30,0.6,0
69,3,averse,16,28,0.5,0
69,3,averse,12,26,0.4,1
69,3,averse,6,27,0.4,1
69,3,averse,17,27,0.6,0
69,3,averse,11,28,0.4,0
69,3,averse,5,14,0.6,1
69,3,averse,5,30,0.4,1
69,3,averse,8,18,0.5,0
69,3,averse,10,23,0.5,0
69,3,averse,14,29,0.4,0
69,3,averse,7,18,0.5,1
69,3,averse,15,26,0.6,0
69,3,averse,13,30,0.4,0
69,3,averse,13,20,0.6,0
69,3,averse,14,24,0.6,0
69,3,averse,6,21,0.6,1
69,3,averse,17,30,0.5,0
69,3,averse,5,28,0.5,1
69,3,averse,9,15,0.6,0
69,3,averse,7,16,0.6,1
69,3,averse,10,29,0.6,0
69,3,averse,9,29,0.5,0
69,3,averse,11,23,0.6,0
69,3,averse,10,23,0.4,0
69,3,averse,7,14,0.4,1
69,3,averse,15,30,0.4,0
69,3,averse,15,30,0.5,0
69,3,averse,12,22,0.5,0
69,3,averse,13,28,0.5,0
69,3,averse,14,30,0.5,0
69,3,averse,16,30,0.6,0
69,3,averse,6,16,0.5,1
69,4,.,5,14,0.6,1
69,4,.,5,30,0.4,1
69,4,.,7,16,0.6,1
69,4,.,11,23,0.6,0
69,4,.,13,20,0.6,0
69,4,.,14,30,0.5,0
69,4,.,6,21,0.6,1
69,4,.,13,28,0.5,0
69,4,.,14,29,0.4,0
69,4,.,16,28,0.5,0
69,4,.,17,27,0.6,0
69,4,.,11,30,0.5,0
69,4,.,17,21,0.4,0
69,4,.,5,28,0.5,1
69,4,.,9,15,0.6,0
69,4,.,10,29,0.6,0
69,4,.,15,30,0.5,0
69,4,.,8,27,0.4,1
69,4,.,12,26,0.4,0
69,4,.,8,18,0.5,0
69,4,.,12,30,0.6,0
69,4,.,6,27,0.4,1
69,4,.,13,30,0.4,0
69,4,.,17,30,0.5,0
69,4,.,15,30,0.4,0
69,4,.,7,14,0.4,0
69,4,.,6,16,0.5,0
69,4,.,16,30,0.6,0
69,4,.,8,21,0.6,0
69,4,.,16,30,0.4,0
69,4,.,7,18,0.5,0
69,4,.,9,29,0.5,0
69,4,.,14,24,0.6,0
69,4,.,10,23,0.4,0
69,4,.,11,28,0.4,0
69,4,.,9,30,0.4,0
69,4,.,12,22,0.5,0
69,4,.,10,23,0.5,0
69,4,.,15,26,0.6,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,5,seeker,0,0,0,0
69,6,seeker,6,16,0.5,1
69,6,seeker,15,30,0.5,0
69,6,seeker,17,27,0.6,0
69,6,seeker,7,14,0.4,0
69,6,seeker,16,30,0.4,0
69,6,seeker,12,22,0.5,0
69,6,seeker,11,23,0.6,0
69,6,seeker,14,30,0.5,0
69,6,seeker,13,30,0.4,0
69,6,seeker,6,27,0.4,1
69,6,seeker,8,18,0.5,0
69,6,seeker,8,21,0.6,1
69,6,seeker,7,16,0.6,0
69,6,seeker,14,29,0.4,0
69,6,seeker,15,30,0.4,0
69,6,seeker,17,30,0.5,0
69,6,seeker,9,30,0.4,0
69,6,seeker,5,14,0.6,1
69,6,seeker,10,23,0.5,0
69,6,seeker,10,29,0.6,1
69,6,seeker,16,28,0.5,0
69,6,seeker,9,29,0.5,1
69,6,seeker,12,30,0.6,1
69,6,seeker,12,26,0.4,0
69,6,seeker,16,30,0.6,0
69,6,seeker,13,20,0.6,0
69,6,seeker,5,28,0.5,1
69,6,seeker,5,30,0.4,1
69,6,seeker,10,23,0.4,0
69,6,seeker,9,15,0.6,0
69,6,seeker,15,26,0.6,0
69,6,seeker,14,24,0.6,0
69,6,seeker,6,21,0.6,1
69,6,seeker,11,28,0.4,0
69,6,seeker,17,21,0.4,0
69,6,seeker,11,30,0.5,0
69,6,seeker,13,28,0.5,0
69,6,seeker,8,27,0.4,1
69,6,seeker,7,18,0.5,1
70,1,.,10,23,0.4,1
70,1,.,13,20,0.6,0
70,1,.,16,28,0.5,1
70,1,.,9,15,0.6,1
70,1,.,14,30,0.5,1
70,1,.,12,26,0.4,0
70,1,.,15,26,0.6,1
70,1,.,8,18,0.5,0
70,1,.,7,16,0.6,1
70,1,.,10,23,0.5,1
70,1,.,8,27,0.4,0
70,1,.,15,30,0.4,0
70,1,.,5,14,0.6,0
70,1,.,13,28,0.5,1
70,1,.,14,24,0.6,1
70,1,.,6,16,0.5,0
70,1,.,14,29,0.4,0
70,1,.,16,30,0.4,1
70,1,.,10,29,0.6,1
70,1,.,17,27,0.6,1
70,1,.,6,27,0.4,0
70,1,.,9,29,0.5,0
70,1,.,6,21,0.6,1
70,1,.,12,22,0.5,0
70,1,.,12,30,0.6,1
70,1,.,7,18,0.5,1
70,1,.,16,30,0.6,1
70,1,.,17,30,0.5,0
70,1,.,17,21,0.4,0
70,1,.,13,30,0.4,0
70,1,.,15,30,0.5,1
70,1,.,11,23,0.6,1
70,1,.,5,28,0.5,1
70,1,.,9,30,0.4,1
70,1,.,11,28,0.4,0
70,1,.,5,30,0.4,1
70,1,.,8,21,0.6,1
70,1,.,7,14,0.4,0
70,1,.,11,30,0.5,1
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,2,seeker,0,0,0,0
70,3,seeker,11,23,0.6,1
70,3,seeker,5,28,0.5,1
70,3,seeker,16,30,0.6,1
70,3,seeker,14,30,0.5,1
70,3,seeker,6,21,0.6,1
70,3,seeker,17,30,0.5,1
70,3,seeker,7,18,0.5,1
70,3,seeker,11,30,0.5,1
70,3,seeker,14,24,0.6,0
70,3,seeker,12,22,0.5,0
70,3,seeker,11,28,0.4,0
70,3,seeker,15,26,0.6,1
70,3,seeker,12,26,0.4,0
70,3,seeker,17,21,0.4,0
70,3,seeker,7,16,0.6,1
70,3,seeker,6,27,0.4,1
70,3,seeker,17,27,0.6,1
70,3,seeker,8,18,0.5,1
70,3,seeker,13,20,0.6,0
70,3,seeker,13,28,0.5,1
70,3,seeker,16,28,0.5,1
70,3,seeker,15,30,0.5,1
70,3,seeker,10,29,0.6,1
70,3,seeker,16,30,0.4,0
70,3,seeker,7,14,0.4,0
70,3,seeker,10,23,0.4,1
70,3,seeker,15,30,0.4,1
70,3,seeker,12,30,0.6,1
70,3,seeker,8,27,0.4,1
70,3,seeker,14,29,0.4,0
70,3,seeker,10,23,0.5,1
70,3,seeker,6,16,0.5,1
70,3,seeker,9,29,0.5,1
70,3,seeker,8,21,0.6,1
70,3,seeker,13,30,0.4,0
70,3,seeker,5,30,0.4,1
70,3,seeker,9,15,0.6,0
70,3,seeker,9,30,0.4,1
70,3,seeker,5,14,0.6,1
70,4,.,13,30,0.4,1
70,4,.,8,21,0.6,1
70,4,.,15,30,0.4,0
70,4,.,12,26,0.4,0
70,4,.,14,30,0.5,1
70,4,.,15,26,0.6,1
70,4,.,5,30,0.4,1
70,4,.,13,20,0.6,1
70,4,.,16,30,0.6,1
70,4,.,6,21,0.6,1
70,4,.,14,24,0.6,1
70,4,.,9,29,0.5,1
70,4,.,6,27,0.4,1
70,4,.,7,16,0.6,1
70,4,.,11,28,0.4,1
70,4,.,12,30,0.6,1
70,4,.,9,15,0.6,0
70,4,.,10,29,0.6,1
70,4,.,10,23,0.4,1
70,4,.,12,22,0.5,1
70,4,.,11,30,0.5,1
70,4,.,5,14,0.6,1
70,4,.,5,28,0.5,1
70,4,.,9,30,0.4,1
70,4,.,16,30,0.4,1
70,4,.,8,27,0.4,1
70,4,.,16,28,0.5,1
70,4,.,7,18,0.5,1
70,4,.,8,18,0.5,1
70,4,.,17,27,0.6,0
70,4,.,13,28,0.5,1
70,4,.,17,30,0.5,1
70,4,.,10,23,0.5,1
70,4,.,7,14,0.4,1
70,4,.,14,29,0.4,1
70,4,.,17,21,0.4,0
70,4,.,15,30,0.5,1
70,4,.,6,16,0.5,1
70,4,.,11,23,0.6,1
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,5,averse,0,0,0,0
70,6,averse,9,29,0.5,1
70,6,averse,16,30,0.6,1
70,6,averse,16,28,0.5,0
70,6,averse,13,20,0.6,0
70,6,averse,11,30,0.5,1
70,6,averse,12,22,0.5,1
70,6,averse,13,28,0.5,1
70,6,averse,6,27,0.4,0
70,6,averse,7,18,0.5,1
70,6,averse,14,24,0.6,1
70,6,averse,15,26,0.6,0
70,6,averse,13,30,0.4,1
70,6,averse,15,30,0.5,0
70,6,averse,7,16,0.6,1
70,6,averse,8,21,0.6,1
70,6,averse,16,30,0.4,0
70,6,averse,17,30,0.5,1
70,6,averse,10,23,0.4,0
70,6,averse,12,26,0.4,0
70,6,averse,14,29,0.4,0
70,6,averse,11,28,0.4,1
70,6,averse,6,16,0.5,1
70,6,averse,9,30,0.4,1
70,6,averse,5,28,0.5,1
70,6,averse,17,27,0.6,0
70,6,averse,14,30,0.5,1
70,6,averse,12,30,0.6,1
70,6,averse,6,21,0.6,1
70,6,averse,11,23,0.6,1
70,6,averse,5,14,0.6,1
70,6,averse,9,15,0.6,0
70,6,averse,17,21,0.4,0
70,6,averse,7,14,0.4,0
70,6,averse,5,30,0.4,1
70,6,averse,8,27,0.4,1
70,6,averse,15,30,0.4,0
70,6,averse,10,29,0.6,1
70,6,averse,8,18,0.5,1
70,6,averse,10,23,0.5,0
71,1,.,15,30,0.4,1
71,1,.,6,27,0.4,1
71,1,.,11,30,0.5,1
71,1,.,7,18,0.5,0
71,1,.,6,21,0.6,1
71,1,.,16,30,0.6,1
71,1,.,8,27,0.4,0
71,1,.,14,24,0.6,1
71,1,.,5,28,0.5,1
71,1,.,5,30,0.4,1
71,1,.,9,30,0.4,1
71,1,.,8,18,0.5,0
71,1,.,13,30,0.4,1
71,1,.,6,16,0.5,1
71,1,.,12,30,0.6,1
71,1,.,15,26,0.6,1
71,1,.,9,15,0.6,1
71,1,.,17,30,0.5,0
71,1,.,11,23,0.6,1
71,1,.,7,14,0.4,0
71,1,.,17,21,0.4,0
71,1,.,14,29,0.4,0
71,1,.,13,28,0.5,0
71,1,.,10,29,0.6,1
71,1,.,10,23,0.5,1
71,1,.,8,21,0.6,1
71,1,.,17,27,0.6,1
71,1,.,11,28,0.4,0
71,1,.,5,14,0.6,1
71,1,.,13,20,0.6,1
71,1,.,12,22,0.5,1
71,1,.,16,30,0.4,0
71,1,.,14,30,0.5,0
71,1,.,12,26,0.4,0
71,1,.,7,16,0.6,1
71,1,.,10,23,0.4,0
71,1,.,16,28,0.5,1
71,1,.,9,29,0.5,1
71,1,.,15,30,0.5,1
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,2,seeker,0,0,0,0
71,3,seeker,13,30,0.4,0
71,3,seeker,17,27,0.6,1
71,3,seeker,11,23,0.6,1
71,3,seeker,15,30,0.5,0
71,3,seeker,8,21,0.6,1
71,3,seeker,5,28,0.5,1
71,3,seeker,16,28,0.5,0
71,3,seeker,10,23,0.5,1
71,3,seeker,17,21,0.4,0
71,3,seeker,15,26,0.6,1
71,3,seeker,12,26,0.4,1
71,3,seeker,10,23,0.4,1
71,3,seeker,12,22,0.5,0
71,3,seeker,14,24,0.6,1
71,3,seeker,11,28,0.4,1
71,3,seeker,17,30,0.5,0
71,3,seeker,6,21,0.6,1
71,3,seeker,13,20,0.6,1
71,3,seeker,9,15,0.6,0
71,3,seeker,10,29,0.6,1
71,3,seeker,5,14,0.6,1
71,3,seeker,16,30,0.6,1
71,3,seeker,9,29,0.5,1
71,3,seeker,14,30,0.5,1
71,3,seeker,12,30,0.6,1
71,3,seeker,6,27,0.4,1
71,3,seeker,7,18,0.5,0
71,3,seeker,8,18,0.5,1
71,3,seeker,5,30,0.4,1
71,3,seeker,13,28,0.5,1
71,3,seeker,14,29,0.4,0
71,3,seeker,6,16,0.5,1
71,3,seeker,15,30,0.4,0
71,3,seeker,9,30,0.4,1
71,3,seeker,7,14,0.4,0
71,3,seeker,16,30,0.4,0
71,3,seeker,7,16,0.6,1
71,3,seeker,11,30,0.5,1
71,3,seeker,8,27,0.4,1
71,4,.,17,27,0.6,0
71,4,.,12,22,0.5,0
71,4,.,8,18,0.5,1
71,4,.,5,28,0.5,1
71,4,.,6,16,0.5,1
71,4,.,8,21,0.6,1
71,4,.,15,26,0.6,0
71,4,.,15,30,0.5,0
71,4,.,6,21,0.6,1
71,4,.,16,28,0.5,0
71,4,.,11,28,0.4,1
71,4,.,16,30,0.4,0
71,4,.,15,30,0.4,0
71,4,.,12,30,0.6,1
71,4,.,7,18,0.5,1
71,4,.,7,16,0.6,1
71,4,.,6,27,0.4,1
71,4,.,14,30,0.5,1
71,4,.,9,30,0.4,1
71,4,.,17,21,0.4,0
71,4,.,10,23,0.5,1
71,4,.,13,20,0.6,1
71,4,.,5,14,0.6,1
71,4,.,13,30,0.4,1
71,4,.,10,23,0.4,0
71,4,.,7,14,0.4,0
71,4,.,9,29,0.5,1
71,4,.,9,15,0.6,1
71,4,.,11,30,0.5,1
71,4,.,16,30,0.6,1
71,4,.,11,23,0.6,1
71,4,.,8,27,0.4,1
71,4,.,5,30,0.4,1
71,4,.,14,29,0.4,0
71,4,.,14,24,0.6,1
71,4,.,13,28,0.5,1
71,4,.,12,26,0.4,0
71,4,.,17,30,0.5,0
71,4,.,10,29,0.6,1
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,5,averse,0,0,0,0
71,6,averse,9,15,0.6,1
71,6,averse,17,30,0.5,0
71,6,averse,6,16,0.5,1
71,6,averse,5,28,0.5,1
71,6,averse,5,30,0.4,1
71,6,averse,17,21,0.4,0
71,6,averse,9,29,0.5,1
71,6,averse,11,30,0.5,0
71,6,averse,13,20,0.6,1
71,6,averse,15,30,0.5,0
71,6,averse,6,21,0.6,1
71,6,averse,10,23,0.4,0
71,6,averse,7,18,0.5,1
71,6,averse,12,30,0.6,1
71,6,averse,7,14,0.4,0
71,6,averse,8,18,0.5,0
71,6,averse,13,30,0.4,0
71,6,averse,15,30,0.4,0
71,6,averse,8,21,0.6,1
71,6,averse,17,27,0.6,0
71,6,averse,10,23,0.5,0
71,6,averse,7,16,0.6,0
71,6,averse,14,24,0.6,0
71,6,averse,5,14,0.6,1
71,6,averse,8,27,0.4,1
71,6,averse,16,30,0.4,0
71,6,averse,12,26,0.4,0
71,6,averse,14,29,0.4,0
71,6,averse,16,30,0.6,1
71,6,averse,11,23,0.6,0
71,6,averse,15,26,0.6,0
71,6,averse,13,28,0.5,0
71,6,averse,11,28,0.4,1
71,6,averse,6,27,0.4,1
71,6,averse,16,28,0.5,0
71,6,averse,10,29,0.6,1
71,6,averse,9,30,0.4,1
71,6,averse,12,22,0.5,1
71,6,averse,14,30,0.5,0
72,1,.,9,30,0.4,0
72,1,.,13,30,0.4,0
72,1,.,14,29,0.4,0
72,1,.,15,30,0.5,0
72,1,.,8,27,0.4,0
72,1,.,11,28,0.4,0
72,1,.,11,23,0.6,1
72,1,.,9,15,0.6,0
72,1,.,10,23,0.5,0
72,1,.,8,18,0.5,0
72,1,.,16,28,0.5,1
72,1,.,6,27,0.4,0
72,1,.,7,18,0.5,0
72,1,.,7,16,0.6,0
72,1,.,17,21,0.4,0
72,1,.,15,30,0.4,0
72,1,.,7,14,0.4,0
72,1,.,13,28,0.5,0
72,1,.,14,24,0.6,0
72,1,.,5,28,0.5,0
72,1,.,5,14,0.6,0
72,1,.,11,30,0.5,0
72,1,.,16,30,0.6,0
72,1,.,15,26,0.6,0
72,1,.,13,20,0.6,0
72,1,.,10,29,0.6,0
72,1,.,6,21,0.6,0
72,1,.,6,16,0.5,0
72,1,.,16,30,0.4,0
72,1,.,5,30,0.4,0
72,1,.,12,22,0.5,0
72,1,.,8,21,0.6,0
72,1,.,14,30,0.5,0
72,1,.,12,30,0.6,0
72,1,.,12,26,0.4,0
72,1,.,10,23,0.4,0
72,1,.,17,30,0.5,0
72,1,.,17,27,0.6,0
72,1,.,9,29,0.5,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
